calBP,PrDens,PrDens_Taphonomic,Site
45329,0.000612037,0.000345902,Border Cave
45328,0.000611949,0.000345842,Border Cave
45327,0.000611861,0.000345782,Border Cave
45326,0.000611773,0.000345722,Border Cave
45325,0.000611685,0.000345662,Border Cave
45324,0.000611596,0.000345602,Border Cave
45323,0.000611508,0.000345542,Border Cave
45322,0.000611419,0.000345482,Border Cave
45321,0.000611331,0.000345421,Border Cave
45320,0.000611242,0.000345361,Border Cave
45319,0.000611161,0.000345305,Border Cave
45318,0.000611081,0.00034525,Border Cave
45317,0.000611,0.000345194,Border Cave
45316,0.000610919,0.000345138,Border Cave
45315,0.000610838,0.000345082,Border Cave
45314,0.000610757,0.000345026,Border Cave
45313,0.000610676,0.00034497,Border Cave
45312,0.000610594,0.000344914,Border Cave
45311,0.000610513,0.000344858,Border Cave
45310,0.000610432,0.000344802,Border Cave
45309,0.000610351,0.000344746,Border Cave
45308,0.000610269,0.00034469,Border Cave
45307,0.000610188,0.000344634,Border Cave
45306,0.000610106,0.000344578,Border Cave
45305,0.000610025,0.000344522,Border Cave
45304,0.000609943,0.000344466,Border Cave
45303,0.000609861,0.000344409,Border Cave
45302,0.000609779,0.000344353,Border Cave
45301,0.000609697,0.000344297,Border Cave
45300,0.000609616,0.00034424,Border Cave
45299,0.00060954,0.000344188,Border Cave
45298,0.000609465,0.000344135,Border Cave
45297,0.00060939,0.000344083,Border Cave
45296,0.000609315,0.00034403,Border Cave
45295,0.000609239,0.000343978,Border Cave
45294,0.000609164,0.000343925,Border Cave
45293,0.000609089,0.000343872,Border Cave
45292,0.000609013,0.00034382,Border Cave
45291,0.000608938,0.000343767,Border Cave
45290,0.000608862,0.000343714,Border Cave
45289,0.000608786,0.000343661,Border Cave
45288,0.000608711,0.000343608,Border Cave
45287,0.000608635,0.000343556,Border Cave
45286,0.000608559,0.000343503,Border Cave
45285,0.000608483,0.00034345,Border Cave
45284,0.000608408,0.000343397,Border Cave
45283,0.000608332,0.000343344,Border Cave
45282,0.000608256,0.000343291,Border Cave
45281,0.00060818,0.000343238,Border Cave
45280,0.000608103,0.000343185,Border Cave
45279,0.000608024,0.00034313,Border Cave
45278,0.000607944,0.000343075,Border Cave
45277,0.000607864,0.00034302,Border Cave
45276,0.000607784,0.000342964,Border Cave
45275,0.000607704,0.000342909,Border Cave
45274,0.000607624,0.000342854,Border Cave
45273,0.000607543,0.000342799,Border Cave
45272,0.000607463,0.000342743,Border Cave
45271,0.000607383,0.000342688,Border Cave
45270,0.000607303,0.000342633,Border Cave
45269,0.000607222,0.000342577,Border Cave
45268,0.000607142,0.000342522,Border Cave
45267,0.000607061,0.000342466,Border Cave
45266,0.000606981,0.000342411,Border Cave
45265,0.0006069,0.000342355,Border Cave
45264,0.000606819,0.0003423,Border Cave
45263,0.000606739,0.000342244,Border Cave
45262,0.000606658,0.000342189,Border Cave
45261,0.000606577,0.000342133,Border Cave
45260,0.000606496,0.000342077,Border Cave
45259,0.000606422,0.000342025,Border Cave
45258,0.000606348,0.000341973,Border Cave
45257,0.000606273,0.000341922,Border Cave
45256,0.000606199,0.00034187,Border Cave
45255,0.000606125,0.000341818,Border Cave
45254,0.00060605,0.000341766,Border Cave
45253,0.000605976,0.000341713,Border Cave
45252,0.000605901,0.000341661,Border Cave
45251,0.000605826,0.000341609,Border Cave
45250,0.000605752,0.000341557,Border Cave
45249,0.000605677,0.000341505,Border Cave
45248,0.000605602,0.000341453,Border Cave
45247,0.000605528,0.000341401,Border Cave
45246,0.000605453,0.000341348,Border Cave
45245,0.000605378,0.000341296,Border Cave
45244,0.000605303,0.000341244,Border Cave
45243,0.000605228,0.000341192,Border Cave
45242,0.000605153,0.000341139,Border Cave
45241,0.000605078,0.000341087,Border Cave
45240,0.000605003,0.000341035,Border Cave
45239,0.000604927,0.000340982,Border Cave
45238,0.000604851,0.000340929,Border Cave
45237,0.000604775,0.000340876,Border Cave
45236,0.000604699,0.000340823,Border Cave
45235,0.000604623,0.000340771,Border Cave
45234,0.000604547,0.000340718,Border Cave
45233,0.000604471,0.000340665,Border Cave
45232,0.000604394,0.000340612,Border Cave
45231,0.000604318,0.000340559,Border Cave
45230,0.000604242,0.000340506,Border Cave
45229,0.000604165,0.000340453,Border Cave
45228,0.000604089,0.0003404,Border Cave
45227,0.000604013,0.000340347,Border Cave
45226,0.000603936,0.000340294,Border Cave
45225,0.00060386,0.000340241,Border Cave
45224,0.000603783,0.000340187,Border Cave
45223,0.000603707,0.000340134,Border Cave
45222,0.00060363,0.000340081,Border Cave
45221,0.000603553,0.000340028,Border Cave
45220,0.000603476,0.000339975,Border Cave
45219,0.000603403,0.000339923,Border Cave
45218,0.00060333,0.000339872,Border Cave
45217,0.000603256,0.000339821,Border Cave
45216,0.000603183,0.000339769,Border Cave
45215,0.000603109,0.000339718,Border Cave
45214,0.000603036,0.000339667,Border Cave
45213,0.000602962,0.000339615,Border Cave
45212,0.000602889,0.000339564,Border Cave
45211,0.000602815,0.000339512,Border Cave
45210,0.000602741,0.000339461,Border Cave
45209,0.000602668,0.000339409,Border Cave
45208,0.000602594,0.000339358,Border Cave
45207,0.00060252,0.000339306,Border Cave
45206,0.000602446,0.000339255,Border Cave
45205,0.000602372,0.000339203,Border Cave
45204,0.000602298,0.000339152,Border Cave
45203,0.000602224,0.0003391,Border Cave
45202,0.00060215,0.000339048,Border Cave
45201,0.000602076,0.000338997,Border Cave
45200,0.000602002,0.000338945,Border Cave
45199,0.000601924,0.000338891,Border Cave
45198,0.000601846,0.000338837,Border Cave
45197,0.000601767,0.000338783,Border Cave
45196,0.000601689,0.000338729,Border Cave
45195,0.00060161,0.000338674,Border Cave
45194,0.000601532,0.00033862,Border Cave
45193,0.000601453,0.000338566,Border Cave
45192,0.000601374,0.000338512,Border Cave
45191,0.000601296,0.000338458,Border Cave
45190,0.000601217,0.000338403,Border Cave
45189,0.000601138,0.000338349,Border Cave
45188,0.000601059,0.000338295,Border Cave
45187,0.00060098,0.00033824,Border Cave
45186,0.000600901,0.000338186,Border Cave
45185,0.000600822,0.000338132,Border Cave
45184,0.000600743,0.000338077,Border Cave
45183,0.000600664,0.000338023,Border Cave
45182,0.000600585,0.000337968,Border Cave
45181,0.000600506,0.000337914,Border Cave
45180,0.000600427,0.000337859,Border Cave
45179,0.000600344,0.000337803,Border Cave
45178,0.000600261,0.000337746,Border Cave
45177,0.000600177,0.000337689,Border Cave
45176,0.000600094,0.000337632,Border Cave
45175,0.000600011,0.000337576,Border Cave
45174,0.000599927,0.000337519,Border Cave
45173,0.000599844,0.000337462,Border Cave
45172,0.000599761,0.000337405,Border Cave
45171,0.000599677,0.000337348,Border Cave
45170,0.000599593,0.000337291,Border Cave
45169,0.00059951,0.000337234,Border Cave
45168,0.000599426,0.000337177,Border Cave
45167,0.000599343,0.00033712,Border Cave
45166,0.000599259,0.000337063,Border Cave
45165,0.000599175,0.000337006,Border Cave
45164,0.000599091,0.000336949,Border Cave
45163,0.000599007,0.000336892,Border Cave
45162,0.000598923,0.000336835,Border Cave
45161,0.000598839,0.000336778,Border Cave
45160,0.000598755,0.000336721,Border Cave
45159,0.000598676,0.000336666,Border Cave
45158,0.000598596,0.000336611,Border Cave
45157,0.000598516,0.000336556,Border Cave
45156,0.000598436,0.000336502,Border Cave
45155,0.000598356,0.000336447,Border Cave
45154,0.000598276,0.000336392,Border Cave
45153,0.000598196,0.000336337,Border Cave
45152,0.000598116,0.000336282,Border Cave
45151,0.000598036,0.000336227,Border Cave
45150,0.000597956,0.000336172,Border Cave
45149,0.000597876,0.000336117,Border Cave
45148,0.000597796,0.000336062,Border Cave
45147,0.000597715,0.000336007,Border Cave
45146,0.000597635,0.000335952,Border Cave
45145,0.000597555,0.000335897,Border Cave
45144,0.000597474,0.000335842,Border Cave
45143,0.000597394,0.000335787,Border Cave
45142,0.000597313,0.000335732,Border Cave
45141,0.000597233,0.000335677,Border Cave
45140,0.000597152,0.000335622,Border Cave
45139,0.000597065,0.000335563,Border Cave
45138,0.000596977,0.000335503,Border Cave
45137,0.000596889,0.000335444,Border Cave
45136,0.000596801,0.000335385,Border Cave
45135,0.000596713,0.000335325,Border Cave
45134,0.000596625,0.000335266,Border Cave
45133,0.000596537,0.000335207,Border Cave
45132,0.000596449,0.000335147,Border Cave
45131,0.000596361,0.000335088,Border Cave
45130,0.000596272,0.000335029,Border Cave
45129,0.000596184,0.000334969,Border Cave
45128,0.000596096,0.00033491,Border Cave
45127,0.000596007,0.00033485,Border Cave
45126,0.000595919,0.00033479,Border Cave
45125,0.00059583,0.000334731,Border Cave
45124,0.000595742,0.000334671,Border Cave
45123,0.000595653,0.000334612,Border Cave
45122,0.000595564,0.000334552,Border Cave
45121,0.000595476,0.000334492,Border Cave
45120,0.000595387,0.000334433,Border Cave
45119,0.000595294,0.000334371,Border Cave
45118,0.000595201,0.000334309,Border Cave
45117,0.000595108,0.000334247,Border Cave
45116,0.000595015,0.000334185,Border Cave
45115,0.000594922,0.000334122,Border Cave
45114,0.000594829,0.00033406,Border Cave
45113,0.000594736,0.000333998,Border Cave
45112,0.000594643,0.000333936,Border Cave
45111,0.000594549,0.000333874,Border Cave
45110,0.000594456,0.000333811,Border Cave
45109,0.000594363,0.000333749,Border Cave
45108,0.000594269,0.000333687,Border Cave
45107,0.000594176,0.000333625,Border Cave
45106,0.000594082,0.000333562,Border Cave
45105,0.000593988,0.0003335,Border Cave
45104,0.000593895,0.000333437,Border Cave
45103,0.000593801,0.000333375,Border Cave
45102,0.000593707,0.000333312,Border Cave
45101,0.000593613,0.00033325,Border Cave
45100,0.00059352,0.000333187,Border Cave
45099,0.000593421,0.000333122,Border Cave
45098,0.000593323,0.000333057,Border Cave
45097,0.000593224,0.000332992,Border Cave
45096,0.000593125,0.000332927,Border Cave
45095,0.000593027,0.000332862,Border Cave
45094,0.000592928,0.000332797,Border Cave
45093,0.000592829,0.000332731,Border Cave
45092,0.00059273,0.000332666,Border Cave
45091,0.000592632,0.000332601,Border Cave
45090,0.000592533,0.000332536,Border Cave
45089,0.000592434,0.00033247,Border Cave
45088,0.000592335,0.000332405,Border Cave
45087,0.000592235,0.000332339,Border Cave
45086,0.000592136,0.000332274,Border Cave
45085,0.000592037,0.000332208,Border Cave
45084,0.000591938,0.000332143,Border Cave
45083,0.000591838,0.000332077,Border Cave
45082,0.000591739,0.000332012,Border Cave
45081,0.000591639,0.000331946,Border Cave
45080,0.00059154,0.000331881,Border Cave
45079,0.000591441,0.000331816,Border Cave
45078,0.000591343,0.000331751,Border Cave
45077,0.000591244,0.000331685,Border Cave
45076,0.000591146,0.00033162,Border Cave
45075,0.000591047,0.000331555,Border Cave
45074,0.000590948,0.00033149,Border Cave
45073,0.000590849,0.000331425,Border Cave
45072,0.00059075,0.00033136,Border Cave
45071,0.000590651,0.000331294,Border Cave
45070,0.000590552,0.000331229,Border Cave
45069,0.000590453,0.000331164,Border Cave
45068,0.000590354,0.000331098,Border Cave
45067,0.000590255,0.000331033,Border Cave
45066,0.000590156,0.000330968,Border Cave
45065,0.000590056,0.000330902,Border Cave
45064,0.000589957,0.000330837,Border Cave
45063,0.000589858,0.000330771,Border Cave
45062,0.000589758,0.000330706,Border Cave
45061,0.000589659,0.00033064,Border Cave
45060,0.000589559,0.000330574,Border Cave
45059,0.000589458,0.000330508,Border Cave
45058,0.000589357,0.000330441,Border Cave
45057,0.000589255,0.000330375,Border Cave
45056,0.000589154,0.000330308,Border Cave
45055,0.000589053,0.000330242,Border Cave
45054,0.000588951,0.000330175,Border Cave
45053,0.00058885,0.000330109,Border Cave
45052,0.000588748,0.000330042,Border Cave
45051,0.000588646,0.000329975,Border Cave
45050,0.000588545,0.000329908,Border Cave
45049,0.000588443,0.000329842,Border Cave
45048,0.000588341,0.000329775,Border Cave
45047,0.000588239,0.000329708,Border Cave
45046,0.000588137,0.000329641,Border Cave
45045,0.000588036,0.000329574,Border Cave
45044,0.000587933,0.000329508,Border Cave
45043,0.000587831,0.000329441,Border Cave
45042,0.000587729,0.000329374,Border Cave
45041,0.000587627,0.000329307,Border Cave
45040,0.000587525,0.00032924,Border Cave
45039,0.000587423,0.000329173,Border Cave
45038,0.000587321,0.000329106,Border Cave
45037,0.000587219,0.000329039,Border Cave
45036,0.000587117,0.000328972,Border Cave
45035,0.000587014,0.000328905,Border Cave
45034,0.000586912,0.000328838,Border Cave
45033,0.00058681,0.000328771,Border Cave
45032,0.000586708,0.000328704,Border Cave
45031,0.000586605,0.000328637,Border Cave
45030,0.000586503,0.00032857,Border Cave
45029,0.0005864,0.000328503,Border Cave
45028,0.000586298,0.000328436,Border Cave
45027,0.000586195,0.000328369,Border Cave
45026,0.000586092,0.000328301,Border Cave
45025,0.000585989,0.000328234,Border Cave
45024,0.000585887,0.000328167,Border Cave
45023,0.000585784,0.0003281,Border Cave
45022,0.000585681,0.000328032,Border Cave
45021,0.000585578,0.000327965,Border Cave
45020,0.000585475,0.000327897,Border Cave
45019,0.000585362,0.000327825,Border Cave
45018,0.00058525,0.000327752,Border Cave
45017,0.000585137,0.000327679,Border Cave
45016,0.000585025,0.000327607,Border Cave
45015,0.000584912,0.000327534,Border Cave
45014,0.000584799,0.000327461,Border Cave
45013,0.000584687,0.000327388,Border Cave
45012,0.000584574,0.000327316,Border Cave
45011,0.000584461,0.000327243,Border Cave
45010,0.000584348,0.00032717,Border Cave
45009,0.000584235,0.000327097,Border Cave
45008,0.000584122,0.000327024,Border Cave
45007,0.000584008,0.000326951,Border Cave
45006,0.000583895,0.000326878,Border Cave
45005,0.000583782,0.000326805,Border Cave
45004,0.000583668,0.000326731,Border Cave
45003,0.000583555,0.000326658,Border Cave
45002,0.000583441,0.000326585,Border Cave
45001,0.000583328,0.000326512,Border Cave
45000,0.000583214,0.000326439,Border Cave
44999,0.0005831,0.000326365,Border Cave
44998,0.000582986,0.000326292,Border Cave
44997,0.000582872,0.000326218,Border Cave
44996,0.000582757,0.000326144,Border Cave
44995,0.000582643,0.000326071,Border Cave
44994,0.000582528,0.000325997,Border Cave
44993,0.000582414,0.000325923,Border Cave
44992,0.000582299,0.00032585,Border Cave
44991,0.000582185,0.000325776,Border Cave
44990,0.00058207,0.000325702,Border Cave
44989,0.000581955,0.000325628,Border Cave
44988,0.00058184,0.000325554,Border Cave
44987,0.000581725,0.000325481,Border Cave
44986,0.00058161,0.000325407,Border Cave
44985,0.000581495,0.000325333,Border Cave
44984,0.00058138,0.000325259,Border Cave
44983,0.000581265,0.000325185,Border Cave
44982,0.00058115,0.000325111,Border Cave
44981,0.000581035,0.000325036,Border Cave
44980,0.000580919,0.000324962,Border Cave
44979,0.000580808,0.000324891,Border Cave
44978,0.000580697,0.000324819,Border Cave
44977,0.000580586,0.000324747,Border Cave
44976,0.000580475,0.000324675,Border Cave
44975,0.000580363,0.000324603,Border Cave
44974,0.000580252,0.000324532,Border Cave
44973,0.000580141,0.00032446,Border Cave
44972,0.000580029,0.000324388,Border Cave
44971,0.000579918,0.000324316,Border Cave
44970,0.000579806,0.000324244,Border Cave
44969,0.000579694,0.000324172,Border Cave
44968,0.000579583,0.0003241,Border Cave
44967,0.000579471,0.000324028,Border Cave
44966,0.000579359,0.000323956,Border Cave
44965,0.000579247,0.000323883,Border Cave
44964,0.000579135,0.000323811,Border Cave
44963,0.000579023,0.000323739,Border Cave
44962,0.000578911,0.000323667,Border Cave
44961,0.000578799,0.000323595,Border Cave
44960,0.000578687,0.000323522,Border Cave
44959,0.000578566,0.000323445,Border Cave
44958,0.000578445,0.000323368,Border Cave
44957,0.000578324,0.000323291,Border Cave
44956,0.000578203,0.000323214,Border Cave
44955,0.000578082,0.000323137,Border Cave
44954,0.000577961,0.000323059,Border Cave
44953,0.00057784,0.000322982,Border Cave
44952,0.000596526,0.000333417,Border Cave
44951,0.000596449,0.000333364,Border Cave
44950,0.000596372,0.000333311,Border Cave
44949,0.000596295,0.000333258,Border Cave
44948,0.000596218,0.000333205,Border Cave
44947,0.000596141,0.000333152,Border Cave
44946,0.000596064,0.0003331,Border Cave
44945,0.000595987,0.000333047,Border Cave
44944,0.00059591,0.000332994,Border Cave
44943,0.000595834,0.000332941,Border Cave
44942,0.000595757,0.000332889,Border Cave
44941,0.00059568,0.000332836,Border Cave
44940,0.000595603,0.000332783,Border Cave
44939,0.000595526,0.00033273,Border Cave
44938,0.00059545,0.000332678,Border Cave
44937,0.000595373,0.000332625,Border Cave
44936,0.000595296,0.000332572,Border Cave
44935,0.000595219,0.000332519,Border Cave
44934,0.000595143,0.000332467,Border Cave
44933,0.000595066,0.000332414,Border Cave
44932,0.000594989,0.000332361,Border Cave
44931,0.000594912,0.000332309,Border Cave
44930,0.000594836,0.000332256,Border Cave
44929,0.000594759,0.000332204,Border Cave
44928,0.000594683,0.000332151,Border Cave
44927,0.000594606,0.000332098,Border Cave
44926,0.000594529,0.000332046,Border Cave
44925,0.000594453,0.000331993,Border Cave
44924,0.000594376,0.000331941,Border Cave
44923,0.0005943,0.000331888,Border Cave
44922,0.000594223,0.000331836,Border Cave
44921,0.000594147,0.000331783,Border Cave
44920,0.00059407,0.000331731,Border Cave
44919,0.000593994,0.000331678,Border Cave
44918,0.000593917,0.000331626,Border Cave
44917,0.000593841,0.000331573,Border Cave
44916,0.000593764,0.000331521,Border Cave
44915,0.000593688,0.000331468,Border Cave
44914,0.000593612,0.000331416,Border Cave
44913,0.000593535,0.000331363,Border Cave
44912,0.000593459,0.000331311,Border Cave
44911,0.000593383,0.000331258,Border Cave
44910,0.000593306,0.000331206,Border Cave
44909,0.00059323,0.000331154,Border Cave
44908,0.000593154,0.000331101,Border Cave
44907,0.000593077,0.000331049,Border Cave
44906,0.000593001,0.000330996,Border Cave
44905,0.000592925,0.000330944,Border Cave
44904,0.000592849,0.000330892,Border Cave
44903,0.000592773,0.00033084,Border Cave
44902,0.000592696,0.000330787,Border Cave
44901,0.00059262,0.000330735,Border Cave
44900,0.000592544,0.000330683,Border Cave
44899,0.000592468,0.00033063,Border Cave
44898,0.000592391,0.000330578,Border Cave
44897,0.000592315,0.000330525,Border Cave
44896,0.000592239,0.000330473,Border Cave
44895,0.000592162,0.000330421,Border Cave
44894,0.000592086,0.000330368,Border Cave
44893,0.000592009,0.000330316,Border Cave
44892,0.000591933,0.000330264,Border Cave
44891,0.000591857,0.000330211,Border Cave
44890,0.000591781,0.000330159,Border Cave
44889,0.000591704,0.000330107,Border Cave
44888,0.000591628,0.000330054,Border Cave
44887,0.000591552,0.000330002,Border Cave
44886,0.000591476,0.00032995,Border Cave
44885,0.0005914,0.000329898,Border Cave
44884,0.000591323,0.000329845,Border Cave
44883,0.000591247,0.000329793,Border Cave
44882,0.000591171,0.000329741,Border Cave
44881,0.000591095,0.000329689,Border Cave
44880,0.000591019,0.000329637,Border Cave
44879,0.00059094,0.000329583,Border Cave
44878,0.000590862,0.000329529,Border Cave
44877,0.000590783,0.000329476,Border Cave
44876,0.000590704,0.000329422,Border Cave
44875,0.000590626,0.000329368,Border Cave
44874,0.000590547,0.000329315,Border Cave
44873,0.000590469,0.000329261,Border Cave
44872,0.00059039,0.000329208,Border Cave
44871,0.000590312,0.000329154,Border Cave
44870,0.000590233,0.000329101,Border Cave
44869,0.000590155,0.000329047,Border Cave
44868,0.000590076,0.000328994,Border Cave
44867,0.000589998,0.00032894,Border Cave
44866,0.000589919,0.000328887,Border Cave
44865,0.000589841,0.000328834,Border Cave
44864,0.000589763,0.00032878,Border Cave
44863,0.000589684,0.000328727,Border Cave
44862,0.000589606,0.000328673,Border Cave
44861,0.000589528,0.00032862,Border Cave
44860,0.00058945,0.000328567,Border Cave
44859,0.000589371,0.000328513,Border Cave
44858,0.000589293,0.00032846,Border Cave
44857,0.000589214,0.000328406,Border Cave
44856,0.000589136,0.000328353,Border Cave
44855,0.000589058,0.0003283,Border Cave
44854,0.000588979,0.000328246,Border Cave
44853,0.000588901,0.000328193,Border Cave
44852,0.000588823,0.00032814,Border Cave
44851,0.000588744,0.000328086,Border Cave
44850,0.000588666,0.000328033,Border Cave
44849,0.000588588,0.00032798,Border Cave
44848,0.00058851,0.000327926,Border Cave
44847,0.000588432,0.000327873,Border Cave
44846,0.000588353,0.00032782,Border Cave
44845,0.000588275,0.000327767,Border Cave
44844,0.000588197,0.000327713,Border Cave
44843,0.000588119,0.00032766,Border Cave
44842,0.000588041,0.000327607,Border Cave
44841,0.000587963,0.000327554,Border Cave
44840,0.000587885,0.000327501,Border Cave
44839,0.000587804,0.000327446,Border Cave
44838,0.000587724,0.000327391,Border Cave
44837,0.000587643,0.000327337,Border Cave
44836,0.000587563,0.000327282,Border Cave
44835,0.000587482,0.000327228,Border Cave
44834,0.000587401,0.000327173,Border Cave
44833,0.000587321,0.000327119,Border Cave
44832,0.00058724,0.000327064,Border Cave
44831,0.00058716,0.00032701,Border Cave
44830,0.00058708,0.000326955,Border Cave
44829,0.000586999,0.000326901,Border Cave
44828,0.000586919,0.000326846,Border Cave
44827,0.000586839,0.000326792,Border Cave
44826,0.000586758,0.000326737,Border Cave
44825,0.000586678,0.000326683,Border Cave
44824,0.000586598,0.000326629,Border Cave
44823,0.000586518,0.000326574,Border Cave
44822,0.000586438,0.00032652,Border Cave
44821,0.000586357,0.000326466,Border Cave
44820,0.000586277,0.000326412,Border Cave
44819,0.000586195,0.000326356,Border Cave
44818,0.000586112,0.0003263,Border Cave
44817,0.00058603,0.000326245,Border Cave
44816,0.000585947,0.000326189,Border Cave
44815,0.000585865,0.000326134,Border Cave
44814,0.000585783,0.000326078,Border Cave
44813,0.0005857,0.000326023,Border Cave
44812,0.000585618,0.000325967,Border Cave
44811,0.000585536,0.000325912,Border Cave
44810,0.000585454,0.000325856,Border Cave
44809,0.000585371,0.000325801,Border Cave
44808,0.000585289,0.000325746,Border Cave
44807,0.000585207,0.00032569,Border Cave
44806,0.000585125,0.000325635,Border Cave
44805,0.000585043,0.00032558,Border Cave
44804,0.000584961,0.000325525,Border Cave
44803,0.000584879,0.000325469,Border Cave
44802,0.000584798,0.000325414,Border Cave
44801,0.000584716,0.000325359,Border Cave
44800,0.000584634,0.000325304,Border Cave
44799,0.000584547,0.000325246,Border Cave
44798,0.00058446,0.000325188,Border Cave
44797,0.000584373,0.00032513,Border Cave
44796,0.000584287,0.000325072,Border Cave
44795,0.0005842,0.000325014,Border Cave
44794,0.000584113,0.000324956,Border Cave
44793,0.000584027,0.000324899,Border Cave
44792,0.00058394,0.000324841,Border Cave
44791,0.000583854,0.000324783,Border Cave
44790,0.000583767,0.000324725,Border Cave
44789,0.000583681,0.000324668,Border Cave
44788,0.000583595,0.00032461,Border Cave
44787,0.000583508,0.000324553,Border Cave
44786,0.000583422,0.000324495,Border Cave
44785,0.000583336,0.000324437,Border Cave
44784,0.00058325,0.00032438,Border Cave
44783,0.000583164,0.000324323,Border Cave
44782,0.000583078,0.000324265,Border Cave
44781,0.000582992,0.000324208,Border Cave
44780,0.000582906,0.00032415,Border Cave
44779,0.000582823,0.000324095,Border Cave
44778,0.00058274,0.000324039,Border Cave
44777,0.000582657,0.000323983,Border Cave
44776,0.000582574,0.000323927,Border Cave
44775,0.000582491,0.000323872,Border Cave
44774,0.000582409,0.000323816,Border Cave
44773,0.000582326,0.00032376,Border Cave
44772,0.000582243,0.000323705,Border Cave
44771,0.00058216,0.000323649,Border Cave
44770,0.000582078,0.000323594,Border Cave
44769,0.000581995,0.000323538,Border Cave
44768,0.000581913,0.000323483,Border Cave
44767,0.00058183,0.000323427,Border Cave
44766,0.000581748,0.000323372,Border Cave
44765,0.000581666,0.000323317,Border Cave
44764,0.000581584,0.000323261,Border Cave
44763,0.000581501,0.000323206,Border Cave
44762,0.000581419,0.000323151,Border Cave
44761,0.000581337,0.000323096,Border Cave
44760,0.000581255,0.000323041,Border Cave
44759,0.000581166,0.000322981,Border Cave
44758,0.000581076,0.000322922,Border Cave
44757,0.000580987,0.000322863,Border Cave
44756,0.000580897,0.000322803,Border Cave
44755,0.000580808,0.000322744,Border Cave
44754,0.000580719,0.000322685,Border Cave
44753,0.00058063,0.000322626,Border Cave
44752,0.000580541,0.000322567,Border Cave
44751,0.000580452,0.000322508,Border Cave
44750,0.000580363,0.000322449,Border Cave
44749,0.000580274,0.00032239,Border Cave
44748,0.000580185,0.000322331,Border Cave
44747,0.000580097,0.000322273,Border Cave
44746,0.000580008,0.000322214,Border Cave
44745,0.00057992,0.000322155,Border Cave
44744,0.000579831,0.000322096,Border Cave
44743,0.000579743,0.000322038,Border Cave
44742,0.000579655,0.000321979,Border Cave
44741,0.000579567,0.000321921,Border Cave
44740,0.000579479,0.000321862,Border Cave
44739,0.000579388,0.000321802,Border Cave
44738,0.000579298,0.000321743,Border Cave
44737,0.000579207,0.000321683,Border Cave
44736,0.000579117,0.000321623,Border Cave
44735,0.000579027,0.000321564,Border Cave
44734,0.000578937,0.000321504,Border Cave
44733,0.000578847,0.000321444,Border Cave
44732,0.000578757,0.000321385,Border Cave
44731,0.000578667,0.000321326,Border Cave
44730,0.000578577,0.000321266,Border Cave
44729,0.000578488,0.000321207,Border Cave
44728,0.000578398,0.000321148,Border Cave
44727,0.000578309,0.000321088,Border Cave
44726,0.000578219,0.000321029,Border Cave
44725,0.00057813,0.00032097,Border Cave
44724,0.000578041,0.000320911,Border Cave
44723,0.000577952,0.000320852,Border Cave
44722,0.000577863,0.000320793,Border Cave
44721,0.000577774,0.000320734,Border Cave
44720,0.000577685,0.000320676,Border Cave
44719,0.000577591,0.000320614,Border Cave
44718,0.000577497,0.000320552,Border Cave
44717,0.000577403,0.000320491,Border Cave
44716,0.000577309,0.000320429,Border Cave
44715,0.000577216,0.000320368,Border Cave
44714,0.000577122,0.000320306,Border Cave
44713,0.000577029,0.000320245,Border Cave
44712,0.000576935,0.000320183,Border Cave
44711,0.000576842,0.000320122,Border Cave
44710,0.000576749,0.000320061,Border Cave
44709,0.000576656,0.00032,Border Cave
44708,0.000576563,0.000319939,Border Cave
44707,0.00057647,0.000319878,Border Cave
44706,0.000576378,0.000319817,Border Cave
44705,0.000576285,0.000319756,Border Cave
44704,0.000576193,0.000319695,Border Cave
44703,0.000576101,0.000319635,Border Cave
44702,0.000576008,0.000319574,Border Cave
44701,0.000575916,0.000319513,Border Cave
44700,0.000575824,0.000319453,Border Cave
44699,0.00057573,0.000319391,Border Cave
44698,0.000575635,0.000319329,Border Cave
44697,0.000575541,0.000319267,Border Cave
44696,0.000575446,0.000319205,Border Cave
44695,0.000575352,0.000319144,Border Cave
44694,0.000575258,0.000319082,Border Cave
44693,0.000575164,0.00031902,Border Cave
44692,0.00057507,0.000318959,Border Cave
44691,0.000574977,0.000318897,Border Cave
44690,0.000574883,0.000318836,Border Cave
44689,0.00057479,0.000318775,Border Cave
44688,0.000574696,0.000318714,Border Cave
44687,0.000574603,0.000318652,Border Cave
44686,0.00057451,0.000318591,Border Cave
44685,0.000574417,0.00031853,Border Cave
44684,0.000574324,0.000318469,Border Cave
44683,0.000574231,0.000318409,Border Cave
44682,0.000574139,0.000318348,Border Cave
44681,0.000574046,0.000318287,Border Cave
44680,0.000573954,0.000318226,Border Cave
44679,0.000573854,0.000318162,Border Cave
44678,0.000573755,0.000318097,Border Cave
44677,0.000573655,0.000318032,Border Cave
44676,0.000573556,0.000317968,Border Cave
44675,0.000573457,0.000317903,Border Cave
44674,0.000573358,0.000317839,Border Cave
44673,0.000573259,0.000317775,Border Cave
44672,0.00057316,0.000317711,Border Cave
44671,0.000573062,0.000317647,Border Cave
44670,0.000572963,0.000317583,Border Cave
44669,0.000572865,0.000317519,Border Cave
44668,0.000572767,0.000317455,Border Cave
44667,0.000572669,0.000317391,Border Cave
44666,0.000572571,0.000317328,Border Cave
44665,0.000572474,0.000317264,Border Cave
