calBP,PrDens,PrDens_Taphonomic,Site
33832,0.000225339,8.65964E-05,Border Cave C14
33831,0.000225354,8.65987E-05,Border Cave C14
33830,0.000225369,8.66011E-05,Border Cave C14
33829,0.000225384,8.66034E-05,Border Cave C14
33828,0.000225398,8.66057E-05,Border Cave C14
33827,0.000225413,8.6608E-05,Border Cave C14
33826,0.000225428,8.66103E-05,Border Cave C14
33825,0.000225442,8.66126E-05,Border Cave C14
33824,0.000225457,8.66148E-05,Border Cave C14
33823,0.000225472,8.66171E-05,Border Cave C14
33822,0.000225486,8.66194E-05,Border Cave C14
33821,0.000225501,8.66216E-05,Border Cave C14
33820,0.000225515,8.66238E-05,Border Cave C14
33819,0.000225529,8.66257E-05,Border Cave C14
33818,0.000225543,8.66276E-05,Border Cave C14
33817,0.000225556,8.66295E-05,Border Cave C14
33816,0.00022557,8.66314E-05,Border Cave C14
33815,0.000225584,8.66333E-05,Border Cave C14
33814,0.000225597,8.66352E-05,Border Cave C14
33813,0.000225611,8.6637E-05,Border Cave C14
33812,0.000225624,8.66389E-05,Border Cave C14
33811,0.000225638,8.66407E-05,Border Cave C14
33810,0.000225651,8.66426E-05,Border Cave C14
33809,0.000225665,8.66444E-05,Border Cave C14
33808,0.000225678,8.66462E-05,Border Cave C14
33807,0.000225692,8.6648E-05,Border Cave C14
33806,0.000225705,8.66498E-05,Border Cave C14
33805,0.000225719,8.66516E-05,Border Cave C14
33804,0.000225732,8.66534E-05,Border Cave C14
33803,0.000225745,8.66552E-05,Border Cave C14
33802,0.000225759,8.66569E-05,Border Cave C14
33801,0.000225772,8.66587E-05,Border Cave C14
33800,0.000225785,8.66604E-05,Border Cave C14
33799,0.0002258,8.66627E-05,Border Cave C14
33798,0.000225815,8.6665E-05,Border Cave C14
33797,0.000225829,8.66672E-05,Border Cave C14
33796,0.000225844,8.66695E-05,Border Cave C14
33795,0.000225858,8.66717E-05,Border Cave C14
33794,0.000225873,8.66739E-05,Border Cave C14
33793,0.000225887,8.66762E-05,Border Cave C14
33792,0.000225902,8.66784E-05,Border Cave C14
33791,0.000225916,8.66805E-05,Border Cave C14
33790,0.000225931,8.66827E-05,Border Cave C14
33789,0.000225945,8.66849E-05,Border Cave C14
33788,0.000225959,8.6687E-05,Border Cave C14
33787,0.000225974,8.66892E-05,Border Cave C14
33786,0.000225988,8.66913E-05,Border Cave C14
33785,0.000226002,8.66934E-05,Border Cave C14
33784,0.000226017,8.66955E-05,Border Cave C14
33783,0.000226031,8.66976E-05,Border Cave C14
33782,0.000226045,8.66997E-05,Border Cave C14
33781,0.000226059,8.67018E-05,Border Cave C14
33780,0.000226073,8.67039E-05,Border Cave C14
33779,0.000226087,8.67059E-05,Border Cave C14
33778,0.000226101,8.67078E-05,Border Cave C14
33777,0.000226115,8.67098E-05,Border Cave C14
33776,0.000226129,8.67118E-05,Border Cave C14
33775,0.000226143,8.67137E-05,Border Cave C14
33774,0.000226157,8.67157E-05,Border Cave C14
33773,0.00022617,8.67176E-05,Border Cave C14
33772,0.000226184,8.67195E-05,Border Cave C14
33771,0.000226198,8.67214E-05,Border Cave C14
33770,0.000226212,8.67233E-05,Border Cave C14
33769,0.000226225,8.67252E-05,Border Cave C14
33768,0.000226239,8.6727E-05,Border Cave C14
33767,0.000226252,8.67289E-05,Border Cave C14
33766,0.000226266,8.67307E-05,Border Cave C14
33765,0.000226279,8.67325E-05,Border Cave C14
33764,0.000226293,8.67344E-05,Border Cave C14
33763,0.000226306,8.67362E-05,Border Cave C14
33762,0.00022632,8.67379E-05,Border Cave C14
33761,0.000226333,8.67397E-05,Border Cave C14
33760,0.000226347,8.67415E-05,Border Cave C14
33759,0.000226362,8.67439E-05,Border Cave C14
33758,0.000226377,8.67462E-05,Border Cave C14
33757,0.000226391,8.67486E-05,Border Cave C14
33756,0.000226406,8.67509E-05,Border Cave C14
33755,0.000226421,8.67532E-05,Border Cave C14
33754,0.000226436,8.67555E-05,Border Cave C14
33753,0.000226451,8.67578E-05,Border Cave C14
33752,0.000226465,8.676E-05,Border Cave C14
33751,0.00022648,8.67623E-05,Border Cave C14
33750,0.000226494,8.67645E-05,Border Cave C14
33749,0.000226509,8.67667E-05,Border Cave C14
33748,0.000226524,8.6769E-05,Border Cave C14
33747,0.000226538,8.67711E-05,Border Cave C14
33746,0.000226553,8.67733E-05,Border Cave C14
33745,0.000226567,8.67755E-05,Border Cave C14
33744,0.000226581,8.67776E-05,Border Cave C14
33743,0.000226596,8.67798E-05,Border Cave C14
33742,0.00022661,8.67819E-05,Border Cave C14
33741,0.000226624,8.6784E-05,Border Cave C14
33740,0.000226639,8.67861E-05,Border Cave C14
33739,0.000226653,8.67882E-05,Border Cave C14
33738,0.000226667,8.67902E-05,Border Cave C14
33737,0.000226681,8.67923E-05,Border Cave C14
33736,0.000226695,8.67943E-05,Border Cave C14
33735,0.000226709,8.67963E-05,Border Cave C14
33734,0.000226723,8.67983E-05,Border Cave C14
33733,0.000226737,8.68003E-05,Border Cave C14
33732,0.000226751,8.68023E-05,Border Cave C14
33731,0.000226765,8.68043E-05,Border Cave C14
33730,0.000226779,8.68062E-05,Border Cave C14
33729,0.000226793,8.68081E-05,Border Cave C14
33728,0.000226807,8.68101E-05,Border Cave C14
33727,0.00022682,8.6812E-05,Border Cave C14
33726,0.000226834,8.68138E-05,Border Cave C14
33725,0.000226848,8.68157E-05,Border Cave C14
33724,0.000226861,8.68176E-05,Border Cave C14
33723,0.000226875,8.68194E-05,Border Cave C14
33722,0.000226889,8.68212E-05,Border Cave C14
33721,0.000226902,8.6823E-05,Border Cave C14
33720,0.000226916,8.68248E-05,Border Cave C14
33719,0.00022693,8.68268E-05,Border Cave C14
33718,0.000226944,8.68288E-05,Border Cave C14
33717,0.000226957,8.68307E-05,Border Cave C14
33716,0.000226971,8.68327E-05,Border Cave C14
33715,0.000226985,8.68346E-05,Border Cave C14
33714,0.000226999,8.68365E-05,Border Cave C14
33713,0.000227013,8.68384E-05,Border Cave C14
33712,0.000227026,8.68402E-05,Border Cave C14
33711,0.00022704,8.68421E-05,Border Cave C14
33710,0.000227054,8.68439E-05,Border Cave C14
33709,0.000227067,8.68458E-05,Border Cave C14
33708,0.000227081,8.68476E-05,Border Cave C14
33707,0.000227094,8.68494E-05,Border Cave C14
33706,0.000227108,8.68512E-05,Border Cave C14
33705,0.000227121,8.68529E-05,Border Cave C14
33704,0.000227135,8.68547E-05,Border Cave C14
33703,0.000227148,8.68564E-05,Border Cave C14
33702,0.000227161,8.68581E-05,Border Cave C14
33701,0.000227175,8.68599E-05,Border Cave C14
33700,0.000227188,8.68615E-05,Border Cave C14
33699,0.000227201,8.68632E-05,Border Cave C14
33698,0.000227214,8.68649E-05,Border Cave C14
33697,0.000227227,8.68665E-05,Border Cave C14
33696,0.00022724,8.68682E-05,Border Cave C14
33695,0.000227253,8.68698E-05,Border Cave C14
33694,0.000227266,8.68714E-05,Border Cave C14
33693,0.000227279,8.6873E-05,Border Cave C14
33692,0.000227292,8.68746E-05,Border Cave C14
33691,0.000227305,8.68761E-05,Border Cave C14
33690,0.000227318,8.68777E-05,Border Cave C14
33689,0.000227331,8.68792E-05,Border Cave C14
33688,0.000227344,8.68807E-05,Border Cave C14
33687,0.000227357,8.68822E-05,Border Cave C14
33686,0.000227369,8.68837E-05,Border Cave C14
33685,0.000227382,8.68852E-05,Border Cave C14
33684,0.000227395,8.68866E-05,Border Cave C14
33683,0.000227407,8.68881E-05,Border Cave C14
33682,0.00022742,8.68895E-05,Border Cave C14
33681,0.000227432,8.68909E-05,Border Cave C14
33680,0.000227445,8.68923E-05,Border Cave C14
33679,0.000227456,8.68932E-05,Border Cave C14
33678,0.000227467,8.6894E-05,Border Cave C14
33677,0.000227478,8.68949E-05,Border Cave C14
33676,0.000227489,8.68957E-05,Border Cave C14
33675,0.0002275,8.68965E-05,Border Cave C14
33674,0.000227511,8.68973E-05,Border Cave C14
33673,0.000227522,8.68981E-05,Border Cave C14
33672,0.000227533,8.68989E-05,Border Cave C14
33671,0.000227544,8.68997E-05,Border Cave C14
33670,0.000227554,8.69004E-05,Border Cave C14
33669,0.000227565,8.69012E-05,Border Cave C14
33668,0.000227576,8.69019E-05,Border Cave C14
33667,0.000227587,8.69027E-05,Border Cave C14
33666,0.000227597,8.69034E-05,Border Cave C14
33665,0.000227608,8.69041E-05,Border Cave C14
33664,0.000227619,8.69047E-05,Border Cave C14
33663,0.000227629,8.69054E-05,Border Cave C14
33662,0.00022764,8.69061E-05,Border Cave C14
33661,0.00022765,8.69067E-05,Border Cave C14
33660,0.000227661,8.69073E-05,Border Cave C14
33659,0.000227671,8.69078E-05,Border Cave C14
33658,0.000227681,8.69082E-05,Border Cave C14
33657,0.000227691,8.69086E-05,Border Cave C14
33656,0.0002277,8.69089E-05,Border Cave C14
33655,0.00022771,8.69093E-05,Border Cave C14
33654,0.00022772,8.69097E-05,Border Cave C14
33653,0.00022773,8.691E-05,Border Cave C14
33652,0.000227739,8.69103E-05,Border Cave C14
33651,0.000227749,8.69107E-05,Border Cave C14
33650,0.000227759,8.6911E-05,Border Cave C14
33649,0.000227768,8.69113E-05,Border Cave C14
33648,0.000227778,8.69115E-05,Border Cave C14
33647,0.000227788,8.69118E-05,Border Cave C14
33646,0.000227797,8.69121E-05,Border Cave C14
33645,0.000227807,8.69123E-05,Border Cave C14
33644,0.000227816,8.69126E-05,Border Cave C14
33643,0.000227826,8.69128E-05,Border Cave C14
33642,0.000227835,8.6913E-05,Border Cave C14
33641,0.000227844,8.69132E-05,Border Cave C14
33640,0.000227854,8.69134E-05,Border Cave C14
33639,0.000227862,8.69131E-05,Border Cave C14
33638,0.00022787,8.69127E-05,Border Cave C14
33637,0.000227878,8.69124E-05,Border Cave C14
33636,0.000227885,8.6912E-05,Border Cave C14
33635,0.000227893,8.69116E-05,Border Cave C14
33634,0.000227901,8.69112E-05,Border Cave C14
33633,0.000227909,8.69109E-05,Border Cave C14
33632,0.000227917,8.69105E-05,Border Cave C14
33631,0.000227925,8.691E-05,Border Cave C14
33630,0.000227932,8.69096E-05,Border Cave C14
33629,0.00022794,8.69092E-05,Border Cave C14
33628,0.000227948,8.69087E-05,Border Cave C14
33627,0.000227955,8.69083E-05,Border Cave C14
33626,0.000227963,8.69078E-05,Border Cave C14
33625,0.000227971,8.69074E-05,Border Cave C14
33624,0.000227978,8.69069E-05,Border Cave C14
33623,0.000227986,8.69064E-05,Border Cave C14
33622,0.000227993,8.69059E-05,Border Cave C14
33621,0.000228001,8.69054E-05,Border Cave C14
33620,0.000228008,8.69049E-05,Border Cave C14
33619,0.000228015,8.69038E-05,Border Cave C14
33618,0.000228021,8.69027E-05,Border Cave C14
33617,0.000228027,8.69016E-05,Border Cave C14
33616,0.000228033,8.69005E-05,Border Cave C14
33615,0.000228039,8.68994E-05,Border Cave C14
33614,0.000228045,8.68983E-05,Border Cave C14
33613,0.00022805,8.68972E-05,Border Cave C14
33612,0.000228056,8.68961E-05,Border Cave C14
33611,0.000228062,8.6895E-05,Border Cave C14
33610,0.000228068,8.68938E-05,Border Cave C14
33609,0.000228074,8.68927E-05,Border Cave C14
33608,0.00022808,8.68915E-05,Border Cave C14
33607,0.000228086,8.68904E-05,Border Cave C14
33606,0.000228092,8.68892E-05,Border Cave C14
33605,0.000228097,8.68881E-05,Border Cave C14
33604,0.000228103,8.68869E-05,Border Cave C14
33603,0.000228109,8.68857E-05,Border Cave C14
33602,0.000228115,8.68845E-05,Border Cave C14
33601,0.000228121,8.68834E-05,Border Cave C14
33600,0.000228126,8.68822E-05,Border Cave C14
33599,0.000228131,8.68805E-05,Border Cave C14
33598,0.000228135,8.68788E-05,Border Cave C14
33597,0.00022814,8.68772E-05,Border Cave C14
33596,0.000228144,8.68755E-05,Border Cave C14
33595,0.000228149,8.68739E-05,Border Cave C14
33594,0.000228153,8.68722E-05,Border Cave C14
33593,0.000228158,8.68705E-05,Border Cave C14
33592,0.000228162,8.68688E-05,Border Cave C14
33591,0.000228167,8.68672E-05,Border Cave C14
33590,0.000228171,8.68655E-05,Border Cave C14
33589,0.000228176,8.68638E-05,Border Cave C14
33588,0.00022818,8.68621E-05,Border Cave C14
33587,0.000228185,8.68604E-05,Border Cave C14
33586,0.000228189,8.68587E-05,Border Cave C14
33585,0.000228193,8.6857E-05,Border Cave C14
33584,0.000228198,8.68553E-05,Border Cave C14
33583,0.000228202,8.68536E-05,Border Cave C14
33582,0.000228207,8.68519E-05,Border Cave C14
33581,0.000228211,8.68501E-05,Border Cave C14
33580,0.000228215,8.68484E-05,Border Cave C14
33579,0.000228219,8.68464E-05,Border Cave C14
33578,0.000228223,8.68444E-05,Border Cave C14
33577,0.000228226,8.68425E-05,Border Cave C14
33576,0.00022823,8.68405E-05,Border Cave C14
33575,0.000228234,8.68385E-05,Border Cave C14
33574,0.000228237,8.68365E-05,Border Cave C14
33573,0.000228241,8.68345E-05,Border Cave C14
33572,0.000228244,8.68325E-05,Border Cave C14
33571,0.000228248,8.68305E-05,Border Cave C14
33570,0.000228252,8.68284E-05,Border Cave C14
33569,0.000228255,8.68264E-05,Border Cave C14
33568,0.000228259,8.68244E-05,Border Cave C14
33567,0.000228262,8.68224E-05,Border Cave C14
33566,0.000228266,8.68204E-05,Border Cave C14
33565,0.00022827,8.68184E-05,Border Cave C14
33564,0.000228273,8.68163E-05,Border Cave C14
33563,0.000228277,8.68143E-05,Border Cave C14
33562,0.00022828,8.68123E-05,Border Cave C14
33561,0.000228284,8.68103E-05,Border Cave C14
33560,0.000228287,8.68082E-05,Border Cave C14
33559,0.00022829,8.68057E-05,Border Cave C14
33558,0.000228292,8.68032E-05,Border Cave C14
33557,0.000228294,8.68007E-05,Border Cave C14
33556,0.000228297,8.67982E-05,Border Cave C14
33555,0.000228299,8.67956E-05,Border Cave C14
33554,0.000228301,8.67931E-05,Border Cave C14
33553,0.000228303,8.67906E-05,Border Cave C14
33552,0.000228306,8.67881E-05,Border Cave C14
33551,0.000228308,8.67856E-05,Border Cave C14
33550,0.00022831,8.6783E-05,Border Cave C14
33549,0.000228312,8.67805E-05,Border Cave C14
33548,0.000228315,8.6778E-05,Border Cave C14
33547,0.000228317,8.67755E-05,Border Cave C14
33546,0.000228319,8.67729E-05,Border Cave C14
33545,0.000228321,8.67704E-05,Border Cave C14
33544,0.000228324,8.67679E-05,Border Cave C14
33543,0.000228326,8.67654E-05,Border Cave C14
33542,0.000228328,8.67628E-05,Border Cave C14
33541,0.00022833,8.67603E-05,Border Cave C14
33540,0.000228333,8.67578E-05,Border Cave C14
33539,0.000228334,8.6755E-05,Border Cave C14
33538,0.000228336,8.67522E-05,Border Cave C14
33537,0.000228338,8.67495E-05,Border Cave C14
33536,0.000228339,8.67467E-05,Border Cave C14
33535,0.000228341,8.6744E-05,Border Cave C14
33534,0.000228342,8.67412E-05,Border Cave C14
33533,0.000228344,8.67384E-05,Border Cave C14
33532,0.000228346,8.67357E-05,Border Cave C14
33531,0.000228347,8.67329E-05,Border Cave C14
33530,0.000228349,8.67302E-05,Border Cave C14
33529,0.000228351,8.67274E-05,Border Cave C14
33528,0.000228352,8.67246E-05,Border Cave C14
33527,0.000228354,8.67219E-05,Border Cave C14
33526,0.000228355,8.67191E-05,Border Cave C14
33525,0.000228357,8.67163E-05,Border Cave C14
33524,0.000228359,8.67136E-05,Border Cave C14
33523,0.00022836,8.67108E-05,Border Cave C14
33522,0.000228362,8.6708E-05,Border Cave C14
33521,0.000228363,8.67053E-05,Border Cave C14
33520,0.000228365,8.67025E-05,Border Cave C14
33519,0.000228367,8.66997E-05,Border Cave C14
33518,0.000228368,8.66968E-05,Border Cave C14
33517,0.000228369,8.6694E-05,Border Cave C14
33516,0.000228371,8.66911E-05,Border Cave C14
33515,0.000228372,8.66883E-05,Border Cave C14
33514,0.000228374,8.66854E-05,Border Cave C14
33513,0.000228375,8.66826E-05,Border Cave C14
33512,0.000228376,8.66798E-05,Border Cave C14
33511,0.000228378,8.66769E-05,Border Cave C14
33510,0.000228379,8.66741E-05,Border Cave C14
33509,0.000228381,8.66712E-05,Border Cave C14
33508,0.000228382,8.66684E-05,Border Cave C14
33507,0.000228384,8.66655E-05,Border Cave C14
33506,0.000228385,8.66627E-05,Border Cave C14
33505,0.000228386,8.66598E-05,Border Cave C14
33504,0.000228388,8.6657E-05,Border Cave C14
33503,0.000228389,8.66541E-05,Border Cave C14
33502,0.000228391,8.66513E-05,Border Cave C14
33501,0.000228392,8.66484E-05,Border Cave C14
33500,0.000228393,8.66456E-05,Border Cave C14
33499,0.000228394,8.66426E-05,Border Cave C14
33498,0.000228395,8.66396E-05,Border Cave C14
33497,0.000228396,8.66366E-05,Border Cave C14
33496,0.000228397,8.66336E-05,Border Cave C14
33495,0.000228398,8.66306E-05,Border Cave C14
33494,0.000228399,8.66276E-05,Border Cave C14
33493,0.0002284,8.66246E-05,Border Cave C14
33492,0.000228401,8.66216E-05,Border Cave C14
33491,0.000228402,8.66185E-05,Border Cave C14
33490,0.000228403,8.66155E-05,Border Cave C14
33489,0.000228404,8.66125E-05,Border Cave C14
33488,0.000228405,8.66095E-05,Border Cave C14
33487,0.000228406,8.66065E-05,Border Cave C14
33486,0.000228407,8.66035E-05,Border Cave C14
33485,0.000228408,8.66005E-05,Border Cave C14
33484,0.000228409,8.65975E-05,Border Cave C14
33483,0.00022841,8.65945E-05,Border Cave C14
33482,0.000228411,8.65915E-05,Border Cave C14
33481,0.000228412,8.65885E-05,Border Cave C14
33480,0.000228413,8.65855E-05,Border Cave C14
33479,0.000228415,8.65828E-05,Border Cave C14
33478,0.000228417,8.65802E-05,Border Cave C14
33477,0.000228419,8.65775E-05,Border Cave C14
33476,0.000228421,8.65749E-05,Border Cave C14
33475,0.000228423,8.65722E-05,Border Cave C14
33474,0.000228425,8.65696E-05,Border Cave C14
33473,0.000228427,8.65669E-05,Border Cave C14
33472,0.000228429,8.65643E-05,Border Cave C14
33471,0.00022843,8.65616E-05,Border Cave C14
33470,0.000228432,8.6559E-05,Border Cave C14
33469,0.000228434,8.65563E-05,Border Cave C14
33468,0.000228436,8.65537E-05,Border Cave C14
33467,0.000228438,8.6551E-05,Border Cave C14
33466,0.00022844,8.65484E-05,Border Cave C14
33465,0.000228442,8.65457E-05,Border Cave C14
33464,0.000228444,8.6543E-05,Border Cave C14
33463,0.000228446,8.65404E-05,Border Cave C14
33462,0.000228448,8.65377E-05,Border Cave C14
33461,0.00022845,8.65351E-05,Border Cave C14
33460,0.000228451,8.65324E-05,Border Cave C14
33459,0.000228453,8.65298E-05,Border Cave C14
33458,0.000228456,8.65272E-05,Border Cave C14
33457,0.000228458,8.65246E-05,Border Cave C14
33456,0.00022846,8.6522E-05,Border Cave C14
33455,0.000228462,8.65194E-05,Border Cave C14
33454,0.000228464,8.65168E-05,Border Cave C14
33453,0.000228466,8.65142E-05,Border Cave C14
33452,0.000228468,8.65116E-05,Border Cave C14
33451,0.00022847,8.6509E-05,Border Cave C14
33450,0.000228472,8.65064E-05,Border Cave C14
33449,0.000228474,8.65038E-05,Border Cave C14
33448,0.000228476,8.65012E-05,Border Cave C14
33447,0.000228478,8.64986E-05,Border Cave C14
33446,0.00022848,8.6496E-05,Border Cave C14
33445,0.000228482,8.64934E-05,Border Cave C14
33444,0.000228484,8.64908E-05,Border Cave C14
33443,0.000228486,8.64882E-05,Border Cave C14
33442,0.000228488,8.64856E-05,Border Cave C14
33441,0.000228491,8.6483E-05,Border Cave C14
33440,0.000228493,8.64804E-05,Border Cave C14
33439,0.000228495,8.64781E-05,Border Cave C14
33438,0.000228498,8.64758E-05,Border Cave C14
33437,0.000228501,8.64736E-05,Border Cave C14
33436,0.000228504,8.64713E-05,Border Cave C14
33435,0.000228507,8.6469E-05,Border Cave C14
33434,0.00022851,8.64668E-05,Border Cave C14
33433,0.000228513,8.64645E-05,Border Cave C14
33432,0.000228516,8.64622E-05,Border Cave C14
33431,0.000228519,8.64599E-05,Border Cave C14
33430,0.000228522,8.64577E-05,Border Cave C14
33429,0.000228525,8.64554E-05,Border Cave C14
33428,0.000228528,8.64531E-05,Border Cave C14
33427,0.000228531,8.64508E-05,Border Cave C14
33426,0.000228533,8.64485E-05,Border Cave C14
33425,0.000228536,8.64462E-05,Border Cave C14
33424,0.000228539,8.64439E-05,Border Cave C14
33423,0.000228542,8.64416E-05,Border Cave C14
33422,0.000228545,8.64393E-05,Border Cave C14
33421,0.000228548,8.6437E-05,Border Cave C14
33420,0.000228551,8.64347E-05,Border Cave C14
33419,0.000228554,8.64327E-05,Border Cave C14
33418,0.000228558,8.64307E-05,Border Cave C14
33417,0.000228561,8.64287E-05,Border Cave C14
33416,0.000228565,8.64266E-05,Border Cave C14
33415,0.000228568,8.64246E-05,Border Cave C14
33414,0.000228572,8.64225E-05,Border Cave C14
33413,0.000228576,8.64205E-05,Border Cave C14
33412,0.000228579,8.64184E-05,Border Cave C14
33411,0.000228583,8.64164E-05,Border Cave C14
33410,0.000228586,8.64143E-05,Border Cave C14
33409,0.00022859,8.64123E-05,Border Cave C14
33408,0.000228593,8.64102E-05,Border Cave C14
33407,0.000228597,8.64082E-05,Border Cave C14
33406,0.0002286,8.64061E-05,Border Cave C14
33405,0.000228603,8.6404E-05,Border Cave C14
33404,0.000228607,8.64019E-05,Border Cave C14
33403,0.00022861,8.63999E-05,Border Cave C14
33402,0.000228614,8.63978E-05,Border Cave C14
33401,0.000228617,8.63957E-05,Border Cave C14
33400,0.000228621,8.63936E-05,Border Cave C14
33399,0.000228625,8.63917E-05,Border Cave C14
33398,0.000228629,8.63898E-05,Border Cave C14
33397,0.000228632,8.63879E-05,Border Cave C14
33396,0.000228636,8.6386E-05,Border Cave C14
33395,0.00022864,8.63841E-05,Border Cave C14
33394,0.000228644,8.63822E-05,Border Cave C14
33393,0.000228648,8.63803E-05,Border Cave C14
33392,0.000228652,8.63783E-05,Border Cave C14
33391,0.000228656,8.63764E-05,Border Cave C14
33390,0.000228659,8.63745E-05,Border Cave C14
33389,0.000228663,8.63725E-05,Border Cave C14
33388,0.000228667,8.63706E-05,Border Cave C14
33387,0.000228671,8.63686E-05,Border Cave C14
33386,0.000228675,8.63667E-05,Border Cave C14
33385,0.000228678,8.63647E-05,Border Cave C14
33384,0.000228682,8.63628E-05,Border Cave C14
33383,0.000228686,8.63608E-05,Border Cave C14
33382,0.00022869,8.63589E-05,Border Cave C14
33381,0.000228693,8.63569E-05,Border Cave C14
33380,0.000228697,8.63549E-05,Border Cave C14
33379,0.000228701,8.63531E-05,Border Cave C14
33378,0.000228706,8.63513E-05,Border Cave C14
33377,0.00022871,8.63495E-05,Border Cave C14
33376,0.000228714,8.63477E-05,Border Cave C14
33375,0.000228718,8.63458E-05,Border Cave C14
33374,0.000228722,8.6344E-05,Border Cave C14
33373,0.000228726,8.63422E-05,Border Cave C14
33372,0.00022873,8.63403E-05,Border Cave C14
33371,0.000228734,8.63385E-05,Border Cave C14
33370,0.000228738,8.63366E-05,Border Cave C14
33369,0.000228742,8.63348E-05,Border Cave C14
33368,0.000228746,8.63329E-05,Border Cave C14
33367,0.00022875,8.6331E-05,Border Cave C14
33366,0.000228754,8.63291E-05,Border Cave C14
33365,0.000228758,8.63273E-05,Border Cave C14
33364,0.000228762,8.63254E-05,Border Cave C14
33363,0.000228766,8.63235E-05,Border Cave C14
33362,0.00022877,8.63216E-05,Border Cave C14
33361,0.000228774,8.63197E-05,Border Cave C14
33360,0.000228778,8.63177E-05,Border Cave C14
33359,0.000228782,8.63159E-05,Border Cave C14
33358,0.000228786,8.6314E-05,Border Cave C14
33357,0.00022879,8.63121E-05,Border Cave C14
33356,0.000228794,8.63102E-05,Border Cave C14
33355,0.000228798,8.63083E-05,Border Cave C14
33354,0.000228802,8.63064E-05,Border Cave C14
33353,0.000228806,8.63045E-05,Border Cave C14
33352,0.000228809,8.63026E-05,Border Cave C14
33351,0.000228813,8.63007E-05,Border Cave C14
33350,0.000228817,8.62987E-05,Border Cave C14
33349,0.000228821,8.62968E-05,Border Cave C14
33348,0.000228825,8.62949E-05,Border Cave C14
33347,0.000228829,8.62929E-05,Border Cave C14
33346,0.000228832,8.6291E-05,Border Cave C14
33345,0.000228836,8.6289E-05,Border Cave C14
33344,0.00022884,8.6287E-05,Border Cave C14
33343,0.000228844,8.6285E-05,Border Cave C14
33342,0.000228847,8.62831E-05,Border Cave C14
33341,0.000228851,8.62811E-05,Border Cave C14
33340,0.000228855,8.62791E-05,Border Cave C14
33339,0.000228859,8.62772E-05,Border Cave C14
33338,0.000228863,8.62753E-05,Border Cave C14
33337,0.000228867,8.62734E-05,Border Cave C14
33336,0.000228871,8.62716E-05,Border Cave C14
33335,0.000228875,8.62697E-05,Border Cave C14
33334,0.000228878,8.62677E-05,Border Cave C14
33333,0.000228882,8.62658E-05,Border Cave C14
33332,0.000228886,8.62639E-05,Border Cave C14
33331,0.00022889,8.6262E-05,Border Cave C14
33330,0.000228894,8.626E-05,Border Cave C14
33329,0.000228898,8.62581E-05,Border Cave C14
33328,0.000228901,8.62561E-05,Border Cave C14
33327,0.000228905,8.62541E-05,Border Cave C14
33326,0.000228909,8.62521E-05,Border Cave C14
33325,0.000228912,8.62501E-05,Border Cave C14
33324,0.000228916,8.62481E-05,Border Cave C14
33323,0.00022892,8.62461E-05,Border Cave C14
33322,0.000228923,8.62441E-05,Border Cave C14
33321,0.000228927,8.62421E-05,Border Cave C14
33320,0.000228931,8.62401E-05,Border Cave C14
33319,0.000228934,8.62381E-05,Border Cave C14
33318,0.000228938,8.62362E-05,Border Cave C14
33317,0.000228942,8.62342E-05,Border Cave C14
33316,0.000228946,8.62323E-05,Border Cave C14
33315,0.00022895,8.62303E-05,Border Cave C14
33314,0.000228953,8.62283E-05,Border Cave C14
33313,0.000228957,8.62263E-05,Border Cave C14
33312,0.00022896,8.62243E-05,Border Cave C14
33311,0.000228964,8.62222E-05,Border Cave C14
33310,0.000228968,8.62202E-05,Border Cave C14
33309,0.000228971,8.62182E-05,Border Cave C14
33308,0.000228975,8.62161E-05,Border Cave C14
33307,0.000228978,8.6214E-05,Border Cave C14
33306,0.000228982,8.62119E-05,Border Cave C14
33305,0.000228985,8.62098E-05,Border Cave C14
33304,0.000228988,8.62077E-05,Border Cave C14
33303,0.000228992,8.62056E-05,Border Cave C14
33302,0.000228995,8.62035E-05,Border Cave C14
33301,0.000228998,8.62013E-05,Border Cave C14
33300,0.000229002,8.61992E-05,Border Cave C14
33299,0.000229005,8.61971E-05,Border Cave C14
33298,0.000229008,8.6195E-05,Border Cave C14
33297,0.000229012,8.61928E-05,Border Cave C14
33296,0.000229015,8.61907E-05,Border Cave C14
33295,0.000229018,8.61886E-05,Border Cave C14
33294,0.000229022,8.61864E-05,Border Cave C14
33293,0.000229025,8.61842E-05,Border Cave C14
33292,0.000229028,8.61821E-05,Border Cave C14
33291,0.000229031,8.61799E-05,Border Cave C14
33290,0.000229034,8.61777E-05,Border Cave C14
33289,0.000229037,8.61754E-05,Border Cave C14
33288,0.000229041,8.61732E-05,Border Cave C14
33287,0.000229044,8.6171E-05,Border Cave C14
33286,0.000229047,8.61687E-05,Border Cave C14
33285,0.00022905,8.61665E-05,Border Cave C14
33284,0.000229052,8.61642E-05,Border Cave C14
33283,0.000229055,8.61619E-05,Border Cave C14
33282,0.000229058,8.61596E-05,Border Cave C14
33281,0.000229061,8.61573E-05,Border Cave C14
33280,0.000229064,8.6155E-05,Border Cave C14
33279,0.000229067,8.61527E-05,Border Cave C14
33278,0.00022907,8.61505E-05,Border Cave C14
33277,0.000229073,8.61483E-05,Border Cave C14
33276,0.000229076,8.6146E-05,Border Cave C14
33275,0.000229079,8.61437E-05,Border Cave C14
33274,0.000229082,8.61414E-05,Border Cave C14
