calBP,PrDens,PrDens_Taphonomic,Site
43322,0.000599423,0.000319016,Border Cave C14
43321,0.000599603,0.000319102,Border Cave C14
43320,0.000599784,0.000319189,Border Cave C14
43319,0.000599971,0.000319278,Border Cave C14
43318,0.000600159,0.000319369,Border Cave C14
43317,0.000600347,0.000319459,Border Cave C14
43316,0.000600535,0.000319549,Border Cave C14
43315,0.000600724,0.00031964,Border Cave C14
43314,0.000600912,0.000319731,Border Cave C14
43313,0.000601102,0.000319821,Border Cave C14
43312,0.000601291,0.000319913,Border Cave C14
43311,0.000601481,0.000320004,Border Cave C14
43310,0.000601671,0.000320095,Border Cave C14
43309,0.000601862,0.000320187,Border Cave C14
43308,0.000602052,0.000320278,Border Cave C14
43307,0.000602243,0.00032037,Border Cave C14
43306,0.000602435,0.000320462,Border Cave C14
43305,0.000602626,0.000320554,Border Cave C14
43304,0.000602818,0.000320647,Border Cave C14
43303,0.000603011,0.000320739,Border Cave C14
43302,0.000603203,0.000320832,Border Cave C14
43301,0.000603396,0.000320924,Border Cave C14
43300,0.000603589,0.000321017,Border Cave C14
43299,0.000603782,0.00032111,Border Cave C14
43298,0.000603974,0.000321202,Border Cave C14
43297,0.000604167,0.000321295,Border Cave C14
43296,0.000604361,0.000321388,Border Cave C14
43295,0.000604554,0.000321481,Border Cave C14
43294,0.000604748,0.000321575,Border Cave C14
43293,0.000604942,0.000321668,Border Cave C14
43292,0.000605137,0.000321762,Border Cave C14
43291,0.000605332,0.000321855,Border Cave C14
43290,0.000605527,0.000321949,Border Cave C14
43289,0.000605722,0.000322043,Border Cave C14
43288,0.000605918,0.000322137,Border Cave C14
43287,0.000606114,0.000322232,Border Cave C14
43286,0.00060631,0.000322326,Border Cave C14
43285,0.000606507,0.000322421,Border Cave C14
43284,0.000606704,0.000322516,Border Cave C14
43283,0.000606901,0.000322611,Border Cave C14
43282,0.000607099,0.000322706,Border Cave C14
43281,0.000607297,0.000322801,Border Cave C14
43280,0.000607495,0.000322897,Border Cave C14
43279,0.000607707,0.000323,Border Cave C14
43278,0.00060792,0.000323103,Border Cave C14
43277,0.000608134,0.000323206,Border Cave C14
43276,0.000608347,0.00032331,Border Cave C14
43275,0.000608561,0.000323414,Border Cave C14
43274,0.000608776,0.000323518,Border Cave C14
43273,0.00060899,0.000323622,Border Cave C14
43272,0.000609205,0.000323726,Border Cave C14
43271,0.000609421,0.000323831,Border Cave C14
43270,0.000609637,0.000323936,Border Cave C14
43269,0.000609853,0.000324041,Border Cave C14
43268,0.000610069,0.000324146,Border Cave C14
43267,0.000610286,0.000324251,Border Cave C14
43266,0.000610503,0.000324357,Border Cave C14
43265,0.000610721,0.000324462,Border Cave C14
43264,0.000610939,0.000324568,Border Cave C14
43263,0.000611157,0.000324674,Border Cave C14
43262,0.000611375,0.00032478,Border Cave C14
43261,0.000611594,0.000324887,Border Cave C14
43260,0.000611814,0.000324993,Border Cave C14
43259,0.000612039,0.000325103,Border Cave C14
43258,0.000612266,0.000325213,Border Cave C14
43257,0.000612492,0.000325324,Border Cave C14
43256,0.000612719,0.000325434,Border Cave C14
43255,0.000612946,0.000325545,Border Cave C14
43254,0.000613174,0.000325656,Border Cave C14
43253,0.000613402,0.000325767,Border Cave C14
43252,0.00061363,0.000325878,Border Cave C14
43251,0.000613859,0.00032599,Border Cave C14
43250,0.000614088,0.000326101,Border Cave C14
43249,0.000614318,0.000326213,Border Cave C14
43248,0.000614548,0.000326325,Border Cave C14
43247,0.000614778,0.000326438,Border Cave C14
43246,0.000615009,0.00032655,Border Cave C14
43245,0.00061524,0.000326663,Border Cave C14
43244,0.000615471,0.000326776,Border Cave C14
43243,0.000615703,0.000326889,Border Cave C14
43242,0.000615935,0.000327002,Border Cave C14
43241,0.000616168,0.000327115,Border Cave C14
43240,0.000616401,0.000327229,Border Cave C14
43239,0.000616635,0.000327344,Border Cave C14
43238,0.00061687,0.000327458,Border Cave C14
43237,0.000617105,0.000327573,Border Cave C14
43236,0.000617341,0.000327688,Border Cave C14
43235,0.000617577,0.000327803,Border Cave C14
43234,0.000617814,0.000327919,Border Cave C14
43233,0.00061805,0.000328034,Border Cave C14
43232,0.000618288,0.00032815,Border Cave C14
43231,0.000618525,0.000328266,Border Cave C14
43230,0.000618763,0.000328383,Border Cave C14
43229,0.000619001,0.000328499,Border Cave C14
43228,0.00061924,0.000328616,Border Cave C14
43227,0.000619479,0.000328732,Border Cave C14
43226,0.000619719,0.000328849,Border Cave C14
43225,0.000619958,0.000328966,Border Cave C14
43224,0.000620199,0.000329084,Border Cave C14
43223,0.000620439,0.000329201,Border Cave C14
43222,0.00062068,0.000329319,Border Cave C14
43221,0.000620922,0.000329437,Border Cave C14
43220,0.000621163,0.000329555,Border Cave C14
43219,0.000621412,0.000329677,Border Cave C14
43218,0.000621661,0.000329799,Border Cave C14
43217,0.000621911,0.000329921,Border Cave C14
43216,0.000622161,0.000330044,Border Cave C14
43215,0.000622411,0.000330167,Border Cave C14
43214,0.000622662,0.000330289,Border Cave C14
43213,0.000622913,0.000330413,Border Cave C14
43212,0.000623164,0.000330536,Border Cave C14
43211,0.000623416,0.000330659,Border Cave C14
43210,0.000623669,0.000330783,Border Cave C14
43209,0.000623921,0.000330907,Border Cave C14
43208,0.000624175,0.000331031,Border Cave C14
43207,0.000624428,0.000331155,Border Cave C14
43206,0.000624682,0.00033128,Border Cave C14
43205,0.000624936,0.000331405,Border Cave C14
43204,0.000625191,0.00033153,Border Cave C14
43203,0.000625446,0.000331655,Border Cave C14
43202,0.000625702,0.00033178,Border Cave C14
43201,0.000625958,0.000331906,Border Cave C14
43200,0.000626214,0.000332031,Border Cave C14
43199,0.000626479,0.000332162,Border Cave C14
43198,0.000626745,0.000332292,Border Cave C14
43197,0.00062701,0.000332423,Border Cave C14
43196,0.000627276,0.000332554,Border Cave C14
43195,0.000627543,0.000332685,Border Cave C14
43194,0.00062781,0.000332816,Border Cave C14
43193,0.000628077,0.000332948,Border Cave C14
43192,0.000628345,0.000333079,Border Cave C14
43191,0.000628614,0.000333211,Border Cave C14
43190,0.000628882,0.000333344,Border Cave C14
43189,0.000629151,0.000333476,Border Cave C14
43188,0.000629421,0.000333609,Border Cave C14
43187,0.000629691,0.000333742,Border Cave C14
43186,0.000629961,0.000333875,Border Cave C14
43185,0.000630232,0.000334008,Border Cave C14
43184,0.000630504,0.000334142,Border Cave C14
43183,0.000630775,0.000334275,Border Cave C14
43182,0.000631048,0.000334409,Border Cave C14
43181,0.00063132,0.000334544,Border Cave C14
43180,0.000631593,0.000334678,Border Cave C14
43179,0.000631866,0.000334812,Border Cave C14
43178,0.000632138,0.000334946,Border Cave C14
43177,0.000632411,0.000335081,Border Cave C14
43176,0.000632685,0.000335215,Border Cave C14
43175,0.000632959,0.00033535,Border Cave C14
43174,0.000633233,0.000335485,Border Cave C14
43173,0.000633508,0.000335621,Border Cave C14
43172,0.000633784,0.000335756,Border Cave C14
43171,0.000634059,0.000335892,Border Cave C14
43170,0.000634335,0.000336028,Border Cave C14
43169,0.000634612,0.000336164,Border Cave C14
43168,0.000634889,0.0003363,Border Cave C14
43167,0.000635167,0.000336437,Border Cave C14
43166,0.000635444,0.000336574,Border Cave C14
43165,0.000635723,0.000336711,Border Cave C14
43164,0.000636002,0.000336848,Border Cave C14
43163,0.000636281,0.000336986,Border Cave C14
43162,0.00063656,0.000337124,Border Cave C14
43161,0.00063684,0.000337262,Border Cave C14
43160,0.000637121,0.0003374,Border Cave C14
43159,0.00063742,0.000337548,Border Cave C14
43158,0.00063772,0.000337696,Border Cave C14
43157,0.00063802,0.000337845,Border Cave C14
43156,0.000638321,0.000337994,Border Cave C14
43155,0.000638622,0.000338143,Border Cave C14
43154,0.000638924,0.000338292,Border Cave C14
43153,0.000639226,0.000338442,Border Cave C14
43152,0.000639528,0.000338591,Border Cave C14
43151,0.000639831,0.000338742,Border Cave C14
43150,0.000640135,0.000338892,Border Cave C14
43149,0.000640439,0.000339042,Border Cave C14
43148,0.000640744,0.000339193,Border Cave C14
43147,0.000641049,0.000339344,Border Cave C14
43146,0.000641354,0.000339496,Border Cave C14
43145,0.00064166,0.000339647,Border Cave C14
43144,0.000641967,0.000339799,Border Cave C14
43143,0.000642274,0.000339951,Border Cave C14
43142,0.000642581,0.000340103,Border Cave C14
43141,0.000642889,0.000340256,Border Cave C14
43140,0.000643198,0.000340409,Border Cave C14
43139,0.000643507,0.000340562,Border Cave C14
43138,0.000643816,0.000340715,Border Cave C14
43137,0.000644126,0.000340869,Border Cave C14
43136,0.000644437,0.000341022,Border Cave C14
43135,0.000644747,0.000341176,Border Cave C14
43134,0.000645059,0.000341331,Border Cave C14
43133,0.000645371,0.000341485,Border Cave C14
43132,0.000645683,0.00034164,Border Cave C14
43131,0.000645996,0.000341795,Border Cave C14
43130,0.000646309,0.00034195,Border Cave C14
43129,0.000646623,0.000342106,Border Cave C14
43128,0.000646937,0.000342262,Border Cave C14
43127,0.000647252,0.000342418,Border Cave C14
43126,0.000647567,0.000342574,Border Cave C14
43125,0.000647883,0.00034273,Border Cave C14
43124,0.000648199,0.000342887,Border Cave C14
43123,0.000648516,0.000343044,Border Cave C14
43122,0.000648833,0.000343201,Border Cave C14
43121,0.000649151,0.000343359,Border Cave C14
43120,0.000649469,0.000343517,Border Cave C14
43119,0.000649798,0.00034368,Border Cave C14
43118,0.000650127,0.000343844,Border Cave C14
43117,0.000650457,0.000344008,Border Cave C14
43116,0.000650788,0.000344172,Border Cave C14
43115,0.000651119,0.000344336,Border Cave C14
43114,0.00065145,0.000344501,Border Cave C14
43113,0.000651782,0.000344666,Border Cave C14
43112,0.000652115,0.000344831,Border Cave C14
43111,0.000652448,0.000344997,Border Cave C14
43110,0.000652781,0.000345162,Border Cave C14
43109,0.000653115,0.000345328,Border Cave C14
43108,0.00065345,0.000345495,Border Cave C14
43107,0.000653785,0.000345661,Border Cave C14
43106,0.000654121,0.000345828,Border Cave C14
43105,0.000654457,0.000345995,Border Cave C14
43104,0.000654793,0.000346162,Border Cave C14
43103,0.00065513,0.00034633,Border Cave C14
43102,0.000655468,0.000346498,Border Cave C14
43101,0.000655806,0.000346666,Border Cave C14
43100,0.000656145,0.000346834,Border Cave C14
43099,0.000656493,0.000347008,Border Cave C14
43098,0.000656842,0.000347182,Border Cave C14
43097,0.000657192,0.000347356,Border Cave C14
43096,0.000657542,0.00034753,Border Cave C14
43095,0.000657893,0.000347705,Border Cave C14
43094,0.000658244,0.00034788,Border Cave C14
43093,0.000658596,0.000348055,Border Cave C14
43092,0.000658948,0.000348231,Border Cave C14
43091,0.000659301,0.000348406,Border Cave C14
43090,0.000659654,0.000348582,Border Cave C14
43089,0.000660008,0.000348759,Border Cave C14
43088,0.000660363,0.000348935,Border Cave C14
43087,0.000660718,0.000349112,Border Cave C14
43086,0.000661073,0.000349289,Border Cave C14
43085,0.000661429,0.000349466,Border Cave C14
43084,0.000661786,0.000349644,Border Cave C14
43083,0.000662143,0.000349822,Border Cave C14
43082,0.000662501,0.00035,Border Cave C14
43081,0.000662859,0.000350179,Border Cave C14
43080,0.000663218,0.000350357,Border Cave C14
43079,0.000663575,0.000350535,Border Cave C14
43078,0.000663932,0.000350713,Border Cave C14
43077,0.00066429,0.000350891,Border Cave C14
43076,0.000664648,0.00035107,Border Cave C14
43075,0.000665007,0.000351249,Border Cave C14
43074,0.000665367,0.000351428,Border Cave C14
43073,0.000665727,0.000351607,Border Cave C14
43072,0.000666088,0.000351787,Border Cave C14
43071,0.000666449,0.000351967,Border Cave C14
43070,0.000666811,0.000352147,Border Cave C14
43069,0.000667173,0.000352328,Border Cave C14
43068,0.000667536,0.000352508,Border Cave C14
43067,0.000667899,0.000352689,Border Cave C14
43066,0.000668263,0.000352871,Border Cave C14
43065,0.000668627,0.000353052,Border Cave C14
43064,0.000668992,0.000353234,Border Cave C14
43063,0.000669357,0.000353416,Border Cave C14
43062,0.000669723,0.000353598,Border Cave C14
43061,0.00067009,0.000353781,Border Cave C14
43060,0.000670457,0.000353964,Border Cave C14
43059,0.000670854,0.000354163,Border Cave C14
43058,0.000671252,0.000354362,Border Cave C14
43057,0.000671651,0.000354562,Border Cave C14
43056,0.00067205,0.000354761,Border Cave C14
43055,0.00067245,0.000354962,Border Cave C14
43054,0.000672851,0.000355162,Border Cave C14
43053,0.000673252,0.000355363,Border Cave C14
43052,0.000673654,0.000355564,Border Cave C14
43051,0.000674056,0.000355766,Border Cave C14
43050,0.000674459,0.000355967,Border Cave C14
43049,0.000674863,0.000356169,Border Cave C14
43048,0.000675267,0.000356372,Border Cave C14
43047,0.000675672,0.000356574,Border Cave C14
43046,0.000676078,0.000356778,Border Cave C14
43045,0.000676484,0.000356981,Border Cave C14
43044,0.000676891,0.000357184,Border Cave C14
43043,0.000677298,0.000357388,Border Cave C14
43042,0.000677706,0.000357593,Border Cave C14
43041,0.000678114,0.000357797,Border Cave C14
43040,0.000678524,0.000358002,Border Cave C14
43039,0.000678933,0.000358207,Border Cave C14
43038,0.000679344,0.000358413,Border Cave C14
43037,0.000679755,0.000358619,Border Cave C14
43036,0.000680167,0.000358825,Border Cave C14
43035,0.000680579,0.000359031,Border Cave C14
43034,0.000680992,0.000359238,Border Cave C14
43033,0.000681405,0.000359445,Border Cave C14
43032,0.000681819,0.000359652,Border Cave C14
43031,0.000682234,0.00035986,Border Cave C14
43030,0.000682649,0.000360068,Border Cave C14
43029,0.000683065,0.000360276,Border Cave C14
43028,0.000683482,0.000360485,Border Cave C14
43027,0.000683899,0.000360694,Border Cave C14
43026,0.000684317,0.000360903,Border Cave C14
43025,0.000684735,0.000361113,Border Cave C14
43024,0.000685154,0.000361322,Border Cave C14
43023,0.000685574,0.000361533,Border Cave C14
43022,0.000685994,0.000361743,Border Cave C14
43021,0.000686415,0.000361954,Border Cave C14
43020,0.000686836,0.000362165,Border Cave C14
43019,0.000687291,0.000362394,Border Cave C14
43018,0.000687747,0.000362623,Border Cave C14
43017,0.000688203,0.000362852,Border Cave C14
43016,0.00068866,0.000363082,Border Cave C14
43015,0.000689118,0.000363312,Border Cave C14
43014,0.000689576,0.000363542,Border Cave C14
43013,0.000690035,0.000363773,Border Cave C14
43012,0.000690495,0.000364004,Border Cave C14
43011,0.000690955,0.000364236,Border Cave C14
43010,0.000691416,0.000364468,Border Cave C14
43009,0.000691878,0.0003647,Border Cave C14
43008,0.000692341,0.000364933,Border Cave C14
43007,0.000692804,0.000365165,Border Cave C14
43006,0.000693268,0.000365399,Border Cave C14
43005,0.000693732,0.000365632,Border Cave C14
43004,0.000694198,0.000365866,Border Cave C14
43003,0.000694664,0.000366101,Border Cave C14
43002,0.00069513,0.000366335,Border Cave C14
43001,0.000695598,0.00036657,Border Cave C14
43000,0.000696066,0.000366806,Border Cave C14
42999,0.000696544,0.000367046,Border Cave C14
42998,0.000697024,0.000367288,Border Cave C14
42997,0.000697503,0.000367529,Border Cave C14
42996,0.000697984,0.000367771,Border Cave C14
42995,0.000698466,0.000368013,Border Cave C14
42994,0.000698948,0.000368256,Border Cave C14
42993,0.00069943,0.000368499,Border Cave C14
42992,0.000699914,0.000368743,Border Cave C14
42991,0.000700398,0.000368986,Border Cave C14
42990,0.000700883,0.00036923,Border Cave C14
42989,0.000701369,0.000369475,Border Cave C14
42988,0.000701855,0.00036972,Border Cave C14
42987,0.000702342,0.000369965,Border Cave C14
42986,0.00070283,0.00037021,Border Cave C14
42985,0.000703319,0.000370456,Border Cave C14
42984,0.000703808,0.000370703,Border Cave C14
42983,0.000704298,0.000370949,Border Cave C14
42982,0.000704788,0.000371196,Border Cave C14
42981,0.00070528,0.000371443,Border Cave C14
42980,0.000705772,0.000371691,Border Cave C14
42979,0.000706276,0.000371945,Border Cave C14
42978,0.00070678,0.000372199,Border Cave C14
42977,0.000707286,0.000372454,Border Cave C14
42976,0.000707792,0.000372709,Border Cave C14
42975,0.000708299,0.000372965,Border Cave C14
42974,0.000708807,0.00037322,Border Cave C14
42973,0.000709315,0.000373477,Border Cave C14
42972,0.000709824,0.000373733,Border Cave C14
42971,0.000710334,0.00037399,Border Cave C14
42970,0.000710844,0.000374247,Border Cave C14
42969,0.000711356,0.000374505,Border Cave C14
42968,0.000711868,0.000374763,Border Cave C14
42967,0.00071238,0.000375021,Border Cave C14
42966,0.000712894,0.00037528,Border Cave C14
42965,0.000713408,0.000375539,Border Cave C14
42964,0.000713923,0.000375798,Border Cave C14
42963,0.000714439,0.000376058,Border Cave C14
42962,0.000714955,0.000376318,Border Cave C14
42961,0.000715472,0.000376579,Border Cave C14
42960,0.00071599,0.00037684,Border Cave C14
42959,0.000716553,0.000377125,Border Cave C14
42958,0.000717118,0.00037741,Border Cave C14
42957,0.000717683,0.000377696,Border Cave C14
42956,0.000718249,0.000377983,Border Cave C14
42955,0.000718816,0.000378269,Border Cave C14
42954,0.000719384,0.000378557,Border Cave C14
42953,0.000719953,0.000378844,Border Cave C14
42952,0.000720523,0.000379132,Border Cave C14
42951,0.000721093,0.000379421,Border Cave C14
42950,0.000721664,0.000379709,Border Cave C14
42949,0.000722236,0.000379999,Border Cave C14
42948,0.000722809,0.000380288,Border Cave C14
42947,0.000723383,0.000380579,Border Cave C14
42946,0.000723958,0.000380869,Border Cave C14
42945,0.000724533,0.00038116,Border Cave C14
42944,0.00072511,0.000381452,Border Cave C14
42943,0.000725687,0.000381743,Border Cave C14
42942,0.000726265,0.000382036,Border Cave C14
42941,0.000726843,0.000382328,Border Cave C14
42940,0.000727423,0.000382621,Border Cave C14
42939,0.000728016,0.000382922,Border Cave C14
42938,0.00072861,0.000383222,Border Cave C14
42937,0.000729205,0.000383523,Border Cave C14
42936,0.000729801,0.000383825,Border Cave C14
42935,0.000730398,0.000384127,Border Cave C14
42934,0.000730995,0.000384429,Border Cave C14
42933,0.000731594,0.000384732,Border Cave C14
42932,0.000732193,0.000385035,Border Cave C14
42931,0.000732793,0.000385339,Border Cave C14
42930,0.000733394,0.000385643,Border Cave C14
42929,0.000733996,0.000385948,Border Cave C14
42928,0.000734598,0.000386252,Border Cave C14
42927,0.000735202,0.000386558,Border Cave C14
42926,0.000735806,0.000386864,Border Cave C14
42925,0.000736411,0.00038717,Border Cave C14
42924,0.000737017,0.000387476,Border Cave C14
42923,0.000737624,0.000387783,Border Cave C14
42922,0.000738231,0.000388091,Border Cave C14
42921,0.000738839,0.000388399,Border Cave C14
42920,0.000739449,0.000388707,Border Cave C14
42919,0.000740072,0.000389022,Border Cave C14
42918,0.000740696,0.000389338,Border Cave C14
42917,0.000741321,0.000389655,Border Cave C14
42916,0.000741946,0.000389972,Border Cave C14
42915,0.000742573,0.000390289,Border Cave C14
42914,0.0007432,0.000390606,Border Cave C14
42913,0.000743828,0.000390925,Border Cave C14
42912,0.000744457,0.000391243,Border Cave C14
42911,0.000745087,0.000391562,Border Cave C14
42910,0.000745718,0.000391881,Border Cave C14
42909,0.000746349,0.000392201,Border Cave C14
42908,0.000746981,0.000392521,Border Cave C14
42907,0.000747615,0.000392842,Border Cave C14
42906,0.000748249,0.000393163,Border Cave C14
42905,0.000748883,0.000393484,Border Cave C14
42904,0.000749519,0.000393806,Border Cave C14
42903,0.000750155,0.000394128,Border Cave C14
42902,0.000750792,0.000394451,Border Cave C14
42901,0.000746437,0.000392151,Border Cave C14
42900,0.00074709,0.000392481,Border Cave C14
42899,0.000747756,0.000392819,Border Cave C14
42898,0.000748423,0.000393157,Border Cave C14
42897,0.000749091,0.000393496,Border Cave C14
42896,0.00074976,0.000393835,Border Cave C14
42895,0.000750429,0.000394175,Border Cave C14
42894,0.000751099,0.000394514,Border Cave C14
42893,0.00075177,0.000394855,Border Cave C14
42892,0.000752442,0.000395195,Border Cave C14
42891,0.000753115,0.000395536,Border Cave C14
42890,0.000753788,0.000395878,Border Cave C14
42889,0.000754462,0.000396219,Border Cave C14
42888,0.000755137,0.000396562,Border Cave C14
42887,0.000755812,0.000396904,Border Cave C14
42886,0.000756489,0.000397247,Border Cave C14
42885,0.000757166,0.00039759,Border Cave C14
42884,0.000757844,0.000397934,Border Cave C14
42883,0.000758522,0.000398278,Border Cave C14
42882,0.000759202,0.000398622,Border Cave C14
42881,0.000759882,0.000398967,Border Cave C14
42880,0.000760563,0.000399312,Border Cave C14
42879,0.00076123,0.00039965,Border Cave C14
42878,0.000761898,0.000399988,Border Cave C14
42877,0.000762566,0.000400327,Border Cave C14
42876,0.000763235,0.000400666,Border Cave C14
42875,0.000763905,0.000401005,Border Cave C14
42874,0.000764575,0.000401345,Border Cave C14
42873,0.000765247,0.000401685,Border Cave C14
42872,0.000765919,0.000402025,Border Cave C14
42871,0.000766591,0.000402366,Border Cave C14
42870,0.000767265,0.000402707,Border Cave C14
42869,0.000767939,0.000403048,Border Cave C14
42868,0.000768614,0.00040339,Border Cave C14
42867,0.000769289,0.000403732,Border Cave C14
42866,0.000769966,0.000404074,Border Cave C14
42865,0.000770642,0.000404417,Border Cave C14
42864,0.00077132,0.00040476,Border Cave C14
42863,0.000771998,0.000405103,Border Cave C14
42862,0.000772677,0.000405447,Border Cave C14
42861,0.000773357,0.000405791,Border Cave C14
42860,0.000774037,0.000406136,Border Cave C14
42859,0.000774705,0.000406473,Border Cave C14
42858,0.000775373,0.000406811,Border Cave C14
42857,0.000776042,0.00040715,Border Cave C14
42856,0.000776712,0.000407489,Border Cave C14
42855,0.000777382,0.000407828,Border Cave C14
42854,0.000778053,0.000408167,Border Cave C14
42853,0.000778724,0.000408506,Border Cave C14
42852,0.000779396,0.000408846,Border Cave C14
42851,0.000780069,0.000409187,Border Cave C14
42850,0.000780742,0.000409527,Border Cave C14
42849,0.000781416,0.000409868,Border Cave C14
42848,0.000782091,0.000410209,Border Cave C14
42847,0.000782766,0.000410551,Border Cave C14
42846,0.000783442,0.000410892,Border Cave C14
42845,0.000784118,0.000411235,Border Cave C14
42844,0.000784796,0.000411577,Border Cave C14
42843,0.000785473,0.00041192,Border Cave C14
42842,0.000786152,0.000412263,Border Cave C14
42841,0.00078683,0.000412606,Border Cave C14
42840,0.00078751,0.000412949,Border Cave C14
42839,0.000788204,0.000413301,Border Cave C14
42838,0.000788899,0.000413652,Border Cave C14
42837,0.000789595,0.000414004,Border Cave C14
42836,0.000805758,0.000422466,Border Cave C14
42835,0.00080656,0.000422874,Border Cave C14
42834,0.000807364,0.000423282,Border Cave C14
42833,0.000808169,0.00042369,Border Cave C14
42832,0.000808974,0.0004241,Border Cave C14
42831,0.000809782,0.00042451,Border Cave C14
42830,0.00081059,0.00042492,Border Cave C14
42829,0.000811399,0.000425332,Border Cave C14
42828,0.00081221,0.000425744,Border Cave C14
42827,0.000813022,0.000426156,Border Cave C14
42826,0.000813835,0.000426569,Border Cave C14
42825,0.00081465,0.000426983,Border Cave C14
42824,0.000815465,0.000427397,Border Cave C14
42823,0.000816282,0.000427812,Border Cave C14
42822,0.0008171,0.000428227,Border Cave C14
42821,0.00081792,0.000428643,Border Cave C14
42820,0.00081874,0.00042906,Border Cave C14
42819,0.000819528,0.00042946,Border Cave C14
42818,0.000820317,0.00042986,Border Cave C14
42817,0.000821108,0.000430261,Border Cave C14
42816,0.000821899,0.000430662,Border Cave C14
42815,0.000822692,0.000431064,Border Cave C14
42814,0.000823486,0.000431467,Border Cave C14
42813,0.00082428,0.00043187,Border Cave C14
42812,0.000825076,0.000432274,Border Cave C14
42811,0.000825873,0.000432678,Border Cave C14
42810,0.000826672,0.000433083,Border Cave C14
42809,0.000827471,0.000433488,Border Cave C14
42808,0.000828271,0.000433894,Border Cave C14
42807,0.000829073,0.0004343,Border Cave C14
42806,0.000829876,0.000434707,Border Cave C14
42805,0.000830679,0.000435115,Border Cave C14
42804,0.000831484,0.000435523,Border Cave C14
42803,0.00083229,0.000435932,Border Cave C14
42802,0.000833097,0.000436341,Border Cave C14
42801,0.000833906,0.000436751,Border Cave C14
42800,0.000834715,0.000437161,Border Cave C14
42799,0.000835511,0.000437565,Border Cave C14
42798,0.000836309,0.000437969,Border Cave C14
42797,0.000837107,0.000438373,Border Cave C14
42796,0.000837907,0.000438779,Border Cave C14
42795,0.000838708,0.000439184,Border Cave C14
42794,0.000839509,0.00043959,Border Cave C14
42793,0.000840312,0.000439997,Border Cave C14
42792,0.000841116,0.000440404,Border Cave C14
42791,0.000841921,0.000440812,Border Cave C14
42790,0.000842727,0.000441221,Border Cave C14
42789,0.000843534,0.000441629,Border Cave C14
42788,0.000844342,0.000442039,Border Cave C14
42787,0.000845151,0.000442449,Border Cave C14
42786,0.000845961,0.000442859,Border Cave C14
42785,0.000846773,0.00044327,Border Cave C14
42784,0.000847585,0.000443682,Border Cave C14
42783,0.000848398,0.000444094,Border Cave C14
42782,0.000849213,0.000444506,Border Cave C14
42781,0.000850028,0.000444919,Border Cave C14
42780,0.000850845,0.000445333,Border Cave C14
42779,0.000851643,0.000445737,Border Cave C14
42778,0.000852442,0.000446141,Border Cave C14
42777,0.000853242,0.000446546,Border Cave C14
42776,0.000854043,0.000446951,Border Cave C14
42775,0.000854845,0.000447357,Border Cave C14
42774,0.000855648,0.000447764,Border Cave C14
42773,0.000856452,0.000448171,Border Cave C14
42772,0.000857257,0.000448578,Border Cave C14
42771,0.000858063,0.000448986,Border Cave C14
42770,0.00085887,0.000449394,Border Cave C14
42769,0.000859678,0.000449803,Border Cave C14
42768,0.000860488,0.000450213,Border Cave C14
42767,0.000861298,0.000450623,Border Cave C14
42766,0.000862109,0.000451033,Border Cave C14
42765,0.000862921,0.000451444,Border Cave C14
42764,0.000863734,0.000451855,Border Cave C14
42763,0.000864548,0.000452267,Border Cave C14
42762,0.000865364,0.00045268,Border Cave C14
42761,0.00086618,0.000453093,Border Cave C14
42760,0.000866997,0.000453506,Border Cave C14
42759,0.000867781,0.000453902,Border Cave C14
42758,0.000868567,0.000454299,Border Cave C14
42757,0.000869353,0.000454696,Border Cave C14
42756,0.00087014,0.000455094,Border Cave C14
42755,0.000870928,0.000455492,Border Cave C14
42754,0.000871718,0.00045589,Border Cave C14
42753,0.000872507,0.000456289,Border Cave C14
42752,0.000873298,0.000456689,Border Cave C14
42751,0.00087409,0.000457089,Border Cave C14
42750,0.000874883,0.000457489,Border Cave C14
42749,0.000875676,0.00045789,Border Cave C14
42748,0.000876471,0.000458291,Border Cave C14
42747,0.000877266,0.000458693,Border Cave C14
42746,0.000878063,0.000459095,Border Cave C14
42745,0.00087886,0.000459498,Border Cave C14
42744,0.000879658,0.000459901,Border Cave C14
42743,0.000880457,0.000460304,Border Cave C14
42742,0.000881257,0.000460708,Border Cave C14
42741,0.000882058,0.000461112,Border Cave C14
42740,0.000882859,0.000461517,Border Cave C14
42739,0.000883644,0.000461913,Border Cave C14
42738,0.00088443,0.00046231,Border Cave C14
42737,0.000885216,0.000462706,Border Cave C14
42736,0.000886004,0.000463103,Border Cave C14
42735,0.000886792,0.000463501,Border Cave C14
42734,0.000887581,0.000463899,Border Cave C14
42733,0.000888371,0.000464298,Border Cave C14
42732,0.000889162,0.000464697,Border Cave C14
42731,0.000889953,0.000465096,Border Cave C14
42730,0.000890746,0.000465496,Border Cave C14
42729,0.000891539,0.000465896,Border Cave C14
42728,0.000892333,0.000466296,Border Cave C14
42727,0.000893129,0.000466697,Border Cave C14
42726,0.000893924,0.000467099,Border Cave C14
42725,0.000894721,0.000467501,Border Cave C14
42724,0.000895519,0.000467903,Border Cave C14
42723,0.000896317,0.000468306,Border Cave C14
42722,0.000897117,0.000468709,Border Cave C14
42721,0.000897917,0.000469112,Border Cave C14
42720,0.000898718,0.000469516,Border Cave C14
42719,0.000899501,0.000469911,Border Cave C14
42718,0.000900286,0.000470306,Border Cave C14
42717,0.000901071,0.000470702,Border Cave C14
42716,0.000901857,0.000471098,Border Cave C14
