Site,longitude,latitude,time_bp,bio01,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,npp,bio01_diff,time_elapsed,bio01_RoC_per_century,bio04_diff,bio04_RoC_per_century,bio05_diff,bio05_RoC_per_century,bio06_diff,bio06_RoC_per_century,bio07_diff,bio07_RoC_per_century,bio08_diff,bio08_RoC_per_century,bio09_diff,bio09_RoC_per_century,bio10_diff,bio10_RoC_per_century,bio11_diff,bio11_RoC_per_century,bio12_diff,bio12_RoC_per_century,bio13_diff,bio13_RoC_per_century,bio14_diff,bio14_RoC_per_century,bio15_diff,bio15_RoC_per_century,bio16_diff,bio16_RoC_per_century,bio17_diff,bio17_RoC_per_century,bio18_diff,bio18_RoC_per_century,bio19_diff,bio19_RoC_per_century,npp_diff,npp_RoC_per_century
Border Cave,31.989,-27.021,-16000,17.56103325,288.6357422,28.10470772,4.899969101,23.20473862,20.92609215,14.07511902,20.92609215,13.79478931,552.3382568,119.5888138,0,72.13561249,253.2909851,26.41324425,253.2909851,41.49081802,537,0.2091102600097976,1000,0.020911026,-23.52334595,-2.352334595,0.11043739318850143,0.011043739318850145,0.5382790565490705,0.053827906,-0.427841187,-0.042784119,0.017467499,0.00174675,0.4273881912231996,0.042738819122319964,0.017467499,0.00174675,0.5356597900390003,0.053565979,-38.79559326,-3.879559326,17.897644042967997,1.7897644042967997,-7.756367207,-0.775636721,3.8991394042969034,0.38991394042969035,11.47859192,1.147859192,-10.43734932,-1.043734932,11.47859192,1.147859192,0.7190322875975994,0.071903229,18,1.7999999999999998
Border Cave,31.989,-27.021,-15000,18.25234032,282.114502,28.40956688,5.702144146,22.70742226,21.36355019,14.77730274,21.36355019,14.38227844,552.510498,108.8263092,0,74.49320221,267.539856,16.50894165,267.539856,30.72254944,492,0.6913070678711009,1000,0.069130707,-6.521240234,-0.652124023,0.3048591613769993,0.030485916137699933,0.8021750450134295,0.080217505,-0.49731636,-0.049731636,0.437458038,0.043745804,0.7021837234496999,0.070218372,0.437458038,0.043745804,0.5874891281128001,0.058748913,0.17224121093704525,0.017224121093704525,-10.76250458,-1.076250458,0,0,2.3575897216797017,0.23575897216797018,14.248870849609034,1.4248870849609034,-9.904302597,-0.99043026,14.248870849609034,1.4248870849609034,-10.76826859,-1.076826859,-45,-4.5
Border Cave,31.989,-27.021,-14000,19.07943153,260.4046936,28.9381485,6.589664459,22.34848404,20.92092896,15.72473431,21.82320595,15.63263416,594.449646,98.93578339,0,75.25130463,259.6516418,9.723671913,185.1040955,18.20502281,273,0.8270912170410014,1000,0.082709122,-21.70980835,-2.170980835,0.5285816192626989,0.052858162,0.8875203132629403,0.088752031,-0.358938217,-0.035893822,-0.442621231,-0.044262123,0.9474315643309996,0.094743156,0.45965576171879974,0.045965576,1.250355721,0.125035572,41.93914794921898,4.193914794921898,-9.890525818,-0.989052582,0,0,0.7581024169921022,0.075810242,-7.888214111,-0.788821411,-6.785269737,-0.678526974,-82.4357605,-8.24357605,-12.51752663,-1.251752663,-219,-21.9
Border Cave,31.989,-27.021,-13000,19.16895103,257.0949402,29.16672707,6.698123455,22.46860313,20.9324398,15.89257813,22.0127182,15.81007385,538.2216797,107.0598679,4.683315754,78.98917389,228.9082794,23.16381073,142.8063354,29.69777489,200,0.089519501,1000,0.00895195,-3.309753418,-0.330975342,0.2285785675048011,0.022857857,0.10845899581909002,0.010845899581909001,0.12011909484869676,0.012011909484869677,0.011510848998998569,0.001151085,0.16784381866460052,0.016784381866460054,0.18951225280759942,0.018951225,0.17743968963629975,0.017743968963629973,-56.22796631,-5.622796631,8.124084472656506,0.8124084472656506,4.683315754,0.46833157539367704,3.7378692626953978,0.37378692626953974,-30.74336243,-3.074336243,13.44013881683353,1.3440138816833531,-42.29776001,-4.229776001,11.492752075195401,1.1492752075195403,-73,-7.3
Border Cave,31.989,-27.021,-12000,19.24309731,252.4568329,28.92204094,6.64482975,22.27721024,21.67867088,16.08560753,21.92832947,15.84767818,577.7295532,122.0041428,0.339888692,91.27092743,254.0657043,9.8630867,163.5480499,15.08727837,254,0.074146271,1000,0.007414627,-4.6381073,-0.46381073,-0.244686127,-0.024468613,-0.053293705,-0.00532937,-0.191392899,-0.01913929,0.7462310791016016,0.074623108,0.19302940368649857,0.019302940368649855,-0.084388733,-0.008438873,0.037604332,0.003760433,39.50787353515602,3.950787353515602,14.944274902343992,1.4944274902343992,-4.343427062,-0.434342706,12.281753540039006,1.2281753540039007,25.15742492675801,2.515742492675801,-13.30072403,-1.330072403,20.741714477539006,2.074171447753901,-14.61049652,-1.461049652,54,5.4
Border Cave,31.989,-27.021,-11000,19.80919456,252.7649384,29.35224152,6.746836662,22.6054039,20.9790802,16.20823097,22.40765572,16.20823097,629.5514526,129.9047852,3.583467722,72.70793915,284.4343567,33.81708908,153.970932,33.81708908,349,0.5660972595213991,1000,0.056609725952139915,0.308105469,0.030810547,0.43020057678219814,0.043020057678219814,0.10200691223143998,0.010200691,0.328193665,0.032819366,-0.699590683,-0.069959068,0.12262344360350141,0.012262344,0.47932624816900216,0.047932624816900214,0.36055278778069955,0.036055279,51.821899414062955,5.182189941406295,7.9006423950190054,0.7900642395019005,3.243579030036929,0.3243579030036929,-18.56298828,-1.856298828,30.36865234,3.036865234,23.954002380371048,2.395400238037105,-9.57711792,-0.957711792,18.729810714721598,1.8729810714721598,95,9.5
Border Cave,31.989,-27.021,-10000,19.95240974,261.0766296,29.98389626,6.912920475,23.07097626,20.61978722,16.72889328,22.86057854,16.39219666,518.6387939,111.1803131,0,84.55204773,274.4462891,6.503133774,111.2470398,11.52991962,198,0.14321517944339845,1000,0.014321517944339847,8.311691284,0.8311691284180001,0.6316547393799006,0.063165474,0.16608381271362038,0.016608381,0.4655723571777024,0.046557235717770235,-0.359292984,-0.035929298,0.5206623077393004,0.052066231,0.45292282104490056,0.045292282,0.18396568298339844,0.018396568,-110.9126587,-11.09126587,-18.72447205,-1.872447205,-3.583467722,-0.358346772,11.844108581542997,1.1844108581542996,-9.988067627,-0.998806763,-27.31395531,-2.731395531,-42.72389221,-4.272389221,-22.28716946,-2.228716946,-151,-15.1
Border Cave,31.989,-27.021,-9000,19.94174576,272.6636047,29.56601524,6.764028549,22.80198669,22.1436367,16.38817978,22.55725861,16.08003807,564.3392944,135.4468079,10.36135197,78.40951538,279.4897766,39.53038025,131.017746,43.30706024,266,-0.010663986,1000,-0.001066399,11.586975097656023,1.1586975097656023,-0.417881012,-0.041788101,-0.148891926,-0.014889193,-0.268989563,-0.026898956,1.5238494873047017,0.15238494873047018,-0.340713501,-0.03407135,-0.303319931,-0.030331993,-0.312158585,-0.031215858,45.70050048828102,4.570050048828103,24.26649475097601,2.4266494750976007,10.36135197,1.036135197,-6.142532349,-0.614253235,5.043487548828011,0.5043487548828011,33.02724647521969,3.3027246475219694,19.770706176757997,1.9770706176757997,31.77714062,3.1777140617370603,68,6.800000000000001
Border Cave,31.989,-27.021,-8000,20.25349236,293.3656311,30.63230705,6.847170353,23.78513718,21.95856667,16.33062935,22.99073219,16.11520958,492.3803406,122.4390945,0.510365725,91.18096161,236.3615417,14.85193634,167.8868103,22.66825104,493,0.31174659729009946,1000,0.031174659729009943,20.70202636718801,2.070202636718801,1.0662918090820028,0.10662918090820028,0.083141804,0.00831418,0.9831504821778019,0.098315048,-0.185070038,-0.018507004,-0.05755043,-0.005755043,0.4334735870362003,0.043347359,0.035171509,0.003517151,-71.95895386,-7.195895386,-13.00771332,-1.300771332,-9.850986242,-0.985098624,12.771446228027301,1.2771446228027301,-43.12823486,-4.312823486,-24.67844391,-2.467844391,36.869064331054005,3.6869064331054004,-20.6388092,-2.06388092,227,22.7
Border Cave,31.989,-27.021,-7000,20.32699966,314.5724792,30.81913185,6.661703587,24.15742874,22.22277641,16.02947044,23.3322773,16.02947044,481.6247559,138.5616455,0,105.2432098,211.5819092,12.1408062,186.4264832,12.1408062,473,0.073507309,1000,0.007350731,21.206848144530966,2.1206848144530968,0.18682479858399859,0.01868248,-0.185466766,-0.018546677,0.37229156494139914,0.037229156494139916,0.2642097473144993,0.026420974731449928,-0.301158905,-0.030115891,0.34154510498040125,0.03415451,-0.085739136,-0.008573914,-10.75558472,-1.075558472,16.12255096435601,1.6122550964356008,-0.510365725,-0.051036572,14.062248229980298,1.4062248229980299,-24.77963257,-2.477963257,-2.711130142,-0.271113014,18.539672851562983,1.8539672851562983,-10.52744484,-1.052744484,-20,-2
Border Cave,31.989,-27.021,-6000,20.09350204,307.4269409,30.42973328,6.545776844,23.88395691,22.43431664,15.90721512,23.28379822,15.90721512,563.1746826,123.2556534,2.396609545,71.88040924,247.20401,29.5579567,178.4501801,29.5579567,284,-0.23349762,1000,-0.023349762,-7.14553833,-0.714553833,-0.389398575,-0.038939857,-0.115926743,-0.011592674,-0.273471832,-0.027347183,0.21154022216790125,0.021154022216790126,-0.122255325,-0.012225533,-0.04847908,-0.004847908,-0.122255325,-0.012225533,81.54992675781295,8.154992675781296,-15.30599213,-1.530599213,2.396609545,0.239660954,-33.3628006,-3.33628006,35.62210083007798,3.5622100830077983,17.417150497436502,1.7417150497436502,-7.976303101,-0.79763031,17.417150497436502,1.7417150497436502,-189,-18.9
Border Cave,31.989,-27.021,-5000,20.11239815,315.9666138,30.99514771,6.563932896,24.43121529,20.69036674,16.03508759,23.79977989,16.03508759,493.2455139,106.4254532,3.492738485,75.53914642,245.2277527,19.98672104,111.3594971,19.98672104,164,0.018896103,1000,0.00188961,8.539672851562045,0.8539672851562045,0.5654144287108984,0.056541443,0.018156052,0.001815605,0.5472583770751989,0.054725838,-1.74394989,-0.174394989,0.12787246704100141,0.012787246704100143,0.5159816741943999,0.051598167,0.12787246704100141,0.012787246704100143,-69.9291687,-6.99291687,-16.8302002,-1.68302002,1.096128941,0.10961289405822701,3.6587371826171022,0.3658737182617102,-1.976257324,-0.197625732,-9.571235657,-0.957123566,-67.09068298,-6.709068298,-9.571235657,-0.957123566,-120,-12
Border Cave,31.989,-27.021,-4000,20.16282845,324.3307495,31.1699791,6.582198143,24.58778,23.42232704,16.01587296,23.81713867,15.8973875,640.6891479,110.8798599,0,70.35075378,282.1396179,36.17207336,243.3075104,46.85987473,399,0.050430298,1000,0.00504303,8.364135742187955,0.8364135742187955,0.17483139038089845,0.017483139038089845,0.018265247344969815,0.001826525,0.15656471252439985,0.015656471252439984,2.731960296630902,0.2731960296630902,-0.01921463,-0.001921463,0.017358779907201694,0.001735878,-0.137700081,-0.013770008,147.44363403320295,14.744363403320296,4.454406738280994,0.4454406738280994,-3.492738485,-0.349273849,-5.188392639,-0.518839264,36.91186523,3.691186523,16.18535233,1.6185352325439402,131.9480133,13.19480133,26.87315369,2.6873153686523397,235,23.5
