"calBP","PrDens"
54339,4.39543891606272e-05
54338,4.39573667771377e-05
54337,4.39603446246297e-05
54336,4.39633227030704e-05
54335,4.39663010124273e-05
54334,4.39692795526676e-05
54333,4.39722583237585e-05
54332,4.39752373256676e-05
54331,4.39782165583618e-05
54330,4.39811960218086e-05
54329,4.39841757159751e-05
54328,4.39871556408285e-05
54327,4.3990135796336e-05
54326,4.39931161824647e-05
54325,4.39960967991819e-05
54324,4.39990776464546e-05
54323,4.40020587242498e-05
54322,4.40050400325347e-05
54321,4.40080215712763e-05
54320,4.40110033404417e-05
54319,4.40134185803512e-05
54318,4.40158340469652e-05
54317,4.40182497402572e-05
54316,4.40206656602009e-05
54315,4.40230818067699e-05
54314,4.40254981799377e-05
54313,4.40279147796778e-05
54312,4.40303316059637e-05
54311,4.40327486587691e-05
54310,4.40351659380672e-05
54309,4.40375834438316e-05
54308,4.40400011760356e-05
54307,4.40424191346528e-05
54306,4.40448373196563e-05
54305,4.40472557310197e-05
54304,4.40496743687162e-05
54303,4.40520932327191e-05
54302,4.40545123230017e-05
54301,4.40569316395372e-05
54300,4.4059351182299e-05
54299,4.40623377336004e-05
54298,4.40653245146308e-05
54297,4.4068311525357e-05
54296,4.40712987657454e-05
54295,4.40742862357625e-05
54294,4.40772739353748e-05
54293,4.40802618645488e-05
54292,4.40832500232509e-05
54291,4.40862384114474e-05
54290,4.4089227029105e-05
54289,4.40922158761899e-05
54288,4.40952049526684e-05
54287,4.40981942585071e-05
54286,4.41011837936719e-05
54285,4.41041735581295e-05
54284,4.41071635518461e-05
54283,4.41101537747877e-05
54282,4.41131442269209e-05
54281,4.41161349082116e-05
54280,4.41191258186262e-05
54279,4.4120450613241e-05
54278,4.41217755977046e-05
54277,4.41231007720135e-05
54276,4.41244261361647e-05
54275,4.41257516901546e-05
54274,4.41270774339798e-05
54273,4.4128403367637e-05
54272,4.41297294911226e-05
54271,4.41310558044333e-05
54270,4.41323823075656e-05
54269,4.41337090005158e-05
54268,4.41350358832806e-05
54267,4.41363629558562e-05
54266,4.41376902182393e-05
54265,4.41390176704262e-05
54264,4.41403453124132e-05
54263,4.41416731441967e-05
54262,4.4143001165773e-05
54261,4.41443293771386e-05
54260,4.41456577782896e-05
54259,4.41475531736643e-05
54258,4.41494487576458e-05
54257,4.41513445302174e-05
54256,4.41532404913627e-05
54255,4.41551366410647e-05
54254,4.41570329793071e-05
54253,4.41589295060731e-05
54252,4.4160826221346e-05
54251,4.41627231251091e-05
54250,4.41646202173457e-05
54249,4.41665174980391e-05
54248,4.41684149671725e-05
54247,4.41703126247291e-05
54246,4.41722104706922e-05
54245,4.41741085050448e-05
54244,4.41760067277702e-05
54243,4.41779051388517e-05
54242,4.41798037382721e-05
54241,4.41817025260149e-05
54240,4.41836015020628e-05
54239,4.41855006663991e-05
54238,4.41874000190069e-05
54237,4.41892995598691e-05
54236,4.41911992889688e-05
54235,4.4193099206289e-05
54234,4.41949993118126e-05
54233,4.41968996055228e-05
54232,4.41988000874023e-05
54231,4.42007007574343e-05
